cond.s.m01,echo.1.301,cond.p.m01,echo.p.301,cond.s.m1,echo.s.m1,cond.p.m1,echo.p.m1,cond.s.m2,echo.s.m2,cond.p.m2,echo.p.m2
s,0.000219235,p,0.000657706,1,0.0001098,p,0.000329401,s,4.63E-05,p,0.000138782
s,0.000263993,p,0.000791978,1,0.000154627,p,0.000463882,s,4.61E-05,p,0.00013822
s,0.000230587,p,0.000691761,1,0.000108478,p,0.000325434,s,4.49E-05,p,0.000134799
s,0.00023884,p,0.00071652,1,0.000135181,p,0.000405544,s,0.00004877,p,0.00014631
s,0.000218636,p,0.000655908,1,0.000118392,p,0.000355175,s,2.49E-05,p,7.46E-05
s,0.000209861,p,0.000629582,1,0.00013133,p,0.00039399,s,4.55E-05,p,0.000136408
s,0.000210252,p,0.000630755,1,0.000135646,p,0.000406938,s,5.37E-05,p,0.000160951
s,0.000192255,p,0.000576764,1,0.000139233,p,0.000417699,s,3.98E-05,p,0.00011931
s,0.000230168,p,0.000690505,1,0.000121215,p,0.000363644,s,5.69E-05,p,0.000170811
s,0.000247699,p,0.000743098,1,0.000125512,p,0.000376536,s,3.84E-05,p,0.000115283
s,0.000219091,p,0.000657273,1,9.72E-05,p,0.000291509,s,4.45E-05,p,0.000133534
s,0.000189535,p,0.000568606,1,0.000109436,p,0.000328307,s,3.63E-05,p,0.000108816
s,0.000201856,p,0.000605568,1,0.000116311,p,0.000348932,s,4.81E-05,p,0.000144216
s,0.00020286,p,0.00060858,1,9.61E-05,p,0.000288399,s,2.97E-05,p,8.91E-05
s,0.000217179,p,0.000651538,1,0.000121141,p,0.000363424,s,4.79E-05,p,0.000143576
s,0.000220427,p,0.000661282,1,0.000145548,p,0.000436645,s,4.03E-05,p,0.000121031
s,0.000236444,p,0.000709333,1,0.000126547,p,0.000379642,s,4.22E-05,p,0.000126522
s,0.000244461,p,0.000733382,1,0.000122007,p,0.000366022,s,3.08E-05,p,9.24E-05
s,0.000206649,p,0.000619948,1,0.00012284,p,0.000368521,s,5.45E-05,p,0.000163646
s,0.000209194,p,0.000627583,1,0.000149679,p,0.000449038,s,6.14E-05,p,0.000184285
s,0.000231381,p,0.000694144,1,0.000123477,p,0.00037043,s,5.31E-05,p,0.000159304
s,0.000232671,p,0.000698014,1,0.000113833,p,0.000341498,s,3.83E-05,p,0.000114884
s,0.000221915,p,0.000665745,1,0.000133082,p,0.000399247,s,6.90E-05,p,0.000207017
s,0.000206342,p,0.000619025,1,0.000101368,p,0.000304104,s,3.47E-05,p,0.000104136
s,0.000266537,p,0.00079961,1,0.000121699,p,0.000365098,s,4.93E-05,p,0.00014786
s,0.000194785,p,0.000584356,1,0.000128918,p,0.000386755,s,3.15E-05,p,9.44E-05
s,0.000246818,p,0.000740453,1,0.000113849,p,0.000341546,s,5.17E-05,p,0.000155133
s,0.000181798,p,0.000545395,1,0.000115813,p,0.00034744,s,7.49E-05,p,0.000224826
s,0.000172499,p,0.000517498,1,0.00015454,p,0.00046362,s,6.82E-05,p,0.00020456
s,0.000219044,p,0.000657133,1,0.000102648,p,0.000307945,s,8.64E-05,p,0.00025929
s,0.000181277,p,0.000543832,1,0.000109917,p,0.000329751,s,6.02E-05,p,0.000180486
s,0.000217811,p,0.000653433,1,9.92E-05,p,0.000297538,s,3.64E-05,p,0.000109255
s,0.00022189,p,0.000665669,1,0.000134931,p,0.000404793,s,4.73E-05,p,0.000141965
s,0.000211257,p,0.000633771,1,0.00011926,p,0.00035778,s,4.74E-05,p,0.000142145
s,0.000217847,p,0.000653542,1,0.000105811,p,0.000317433,s,5.60E-05,p,0.000167924
s,0.000229628,p,0.000688884,1,0.000122874,p,0.000368622,s,8.57E-05,p,0.000257042
s,0.000232072,p,0.000696215,1,0.000111023,p,0.000333068,s,5.12E-05,p,0.000153654
s,0.00023332,p,0.000699961,1,0.000100937,p,0.000302812,s,3.49E-05,p,0.000104704
s,0.000243701,p,0.000731103,1,8.64E-05,p,0.000259071,s,7.00E-05,p,0.00020997
s,0.000245488,p,0.000736464,1,0.000110469,p,0.000331407,s,5.91E-05,p,0.000177351
s,0.000186702,p,0.000560106,1,0.000116471,p,0.000349412,s,4.69E-05,p,0.000140619
s,0.000270592,p,0.000811775,1,0.000133151,p,0.000399454,s,2.81E-05,p,8.43E-05
s,0.000232868,p,0.000698604,1,0.000116366,p,0.000349099,s,4.02E-05,p,0.000120454
s,0.000206174,p,0.000618522,1,0.000178695,p,0.000536085,s,4.95E-05,p,0.000148487
s,0.000199725,p,0.000599174,1,0.000138778,p,0.000416334,s,4.80E-05,p,0.000143993
s,0.000214798,p,0.000644393,1,0.000137828,p,0.000413484,s,2.24E-05,p,6.71E-05
s,0.000231013,p,0.000693038,1,8.97E-05,p,0.000269015,s,6.81E-05,p,0.000204311
s,0.000244993,p,0.00073498,1,0.000134601,p,0.000403803,s,6.22E-05,p,0.000186552
s,0.000185115,p,0.000555345,1,8.88E-05,p,0.0002663,s,5.19E-05,p,0.000155663
s,0.000189571,p,0.000568712,1,0.000142708,p,0.000428123,s,4.88E-05,p,0.000146465
s,0.000187223,p,0.000561669,1,0.000115567,p,0.000346701,s,4.26E-05,p,0.000127703
s,0.000238575,p,0.000715726,1,0.000151041,p,0.000453124,s,4.48E-05,p,0.000134491
s,0.00022295,p,0.000668851,1,0.000113573,p,0.00034072,s,3.57E-05,p,0.000107006
s,0.000212624,p,0.000637873,1,9.41E-05,p,0.000282296,s,6.54E-05,p,0.000196323
s,0.000235928,p,0.000707783,1,0.000115041,p,0.000345122,s,6.24E-05,p,0.000187201
s,0.000231658,p,0.000694973,1,0.000104608,p,0.000313824,s,4.01E-05,p,0.000120382
s,0.00022155,p,0.00066465,1,0.000109871,p,0.000329613,s,4.72E-05,p,0.000141452
s,0.000218845,p,0.000656536,1,8.96E-05,p,0.000268663,s,4.15E-05,p,0.000124451
s,0.000235383,p,0.000706149,1,0.000123167,p,0.000369502,s,5.44E-05,p,0.000163187
s,0.000225071,p,0.000675214,1,0.000107116,p,0.000321349,s,6.42E-05,p,0.000192608
s,0.000212599,p,0.000637797,1,0.000100636,p,0.000301908,s,4.99E-05,p,0.000149658
s,0.000216862,p,0.000650587,1,0.000111489,p,0.000334467,s,4.20E-05,p,0.000126123
s,0.000167825,p,0.000503476,1,0.000119219,p,0.000357657,s,3.71E-05,p,0.000111375
s,0.000257001,p,0.000771004,1,0.000121148,p,0.000363445,s,5.88E-05,p,0.000176324
s,0.000202469,p,0.000607406,1,0.000106044,p,0.000318133,s,4.33E-05,p,0.000129981
s,0.00021245,p,0.000637349,1,0.000100492,p,0.000301476,s,4.89E-05,p,0.000146653
s,0.000209237,p,0.00062771,1,0.000132703,p,0.00039811,s,4.82E-05,p,0.000144734
s,0.000220287,p,0.000660862,1,0.00011663,p,0.000349891,s,4.44E-05,p,0.000133073
s,0.000266508,p,0.000799523,1,0.000124377,p,0.000373131,s,5.03E-05,p,0.000150966
s,0.000192405,p,0.000577214,1,9.46E-05,p,0.000283703,s,6.95E-05,p,0.000208496
s,0.00021745,p,0.000652351,1,0.000111685,p,0.000335055,s,5.74E-05,p,0.000172293
s,0.000223177,p,0.000669531,1,0.000151363,p,0.000454088,s,5.36E-05,p,0.000160902
s,0.000272978,p,0.000818935,1,0.000107099,p,0.000321298,s,5.04E-05,p,0.000151072
s,0.000203794,p,0.000611383,1,0.000114155,p,0.000342466,s,3.14E-05,p,9.42E-05
s,0.000256162,p,0.000768486,1,0.000108178,p,0.000324533,s,5.21E-05,p,0.000156383
s,0.00021054,p,0.00063162,1,9.85E-05,p,0.000295478,s,4.24E-05,p,0.0001273
s,0.000188607,p,0.000565821,1,9.77E-05,p,0.000293231,s,4.29E-05,p,0.000128601
s,0.000205008,p,0.000615025,1,0.00015621,p,0.000468631,s,3.82E-05,p,0.000114655
s,0.000257344,p,0.000772033,1,0.000109583,p,0.000328748,s,3.64E-05,p,0.000109289
s,0.00023751,p,0.000712529,1,0.000109812,p,0.000329436,s,5.23E-05,p,0.000156785
s,0.000265158,p,0.000795473,1,0.000111903,p,0.000335708,s,5.25E-05,p,0.000157556
s,0.000182669,p,0.000548008,1,0.0001528,p,0.0004584,s,5.75E-05,p,0.000172451
s,0.000256548,p,0.000769645,1,0.000104016,p,0.000312047,s,5.73E-05,p,0.000171999
s,0.000243194,p,0.000729583,1,0.000149345,p,0.000448036,s,6.25E-05,p,0.00018755
s,0.00021028,p,0.000630839,1,0.00011474,p,0.000344221,s,4.03E-05,p,0.000120899
s,0.000243217,p,0.000729651,1,0.000138627,p,0.000415881,s,4.56E-05,p,0.00013685
s,0.000233517,p,0.000700551,1,0.000101542,p,0.000304625,s,5.43E-05,p,0.000162921
s,0.000237764,p,0.000713293,1,0.000114329,p,0.000342987,s,4.14E-05,p,0.000124313
s,0.000239699,p,0.000719096,1,0.000106617,p,0.00031985,s,6.06E-05,p,0.000181938
s,0.000242447,p,0.000727342,1,0.000128234,p,0.000384702,s,3.71E-05,p,0.000111446
s,0.000224909,p,0.000674728,1,0.000121145,p,0.000363436,s,3.91E-05,p,0.000117202
s,0.000217368,p,0.000652105,1,0.000149165,p,0.000447496,s,5.59E-05,p,0.000167677
s,0.000232817,p,0.000698452,1,9.87E-05,p,0.000296096,s,7.71E-05,p,0.000231157
s,0.000203215,p,0.000609646,1,9.31E-05,p,0.000279151,s,4.78E-05,p,0.00014332
s,0.000241959,p,0.000725877,1,0.00011511,p,0.00034533,s,3.43E-05,p,0.000103021
s,0.000220324,p,0.000660973,1,0.000105359,p,0.000316076,s,3.92E-05,p,0.000117493
s,0.000208875,p,0.000626624,1,0.000136838,p,0.000410515,s,6.18E-05,p,0.000185427
s,0.000249579,p,0.000748736,1,0.00013071,p,0.000392129,s,6.95E-05,p,0.000208485
s,0.000251839,p,0.000755517,1,9.48E-05,p,0.000284511,s,4.94E-05,p,0.000148275
s,0.000232992,p,0.000698976,1,9.79E-05,p,0.000293591,s,5.66E-05,p,0.000169874
s,0.000236466,p,0.000709398,1,0.000119397,p,0.000358192,s,4.05E-05,p,0.00012137
s,0.000204864,p,0.000614591,1,0.000118097,p,0.00035429,s,4.75E-05,p,0.000142536
s,0.00020154,p,0.000604621,1,7.66E-05,p,0.000229939,s,3.65E-05,p,0.000109486
s,0.000216953,p,0.000650858,1,0.000102529,p,0.000307588,s,4.69E-05,p,0.000140844
s,0.000205192,p,0.000615575,1,0.000129694,p,0.000389081,s,5.45E-05,p,0.000163454
s,0.000211877,p,0.000635632,1,0.000116042,p,0.000348125,s,3.89E-05,p,0.000116589
s,0.000219404,p,0.000658212,1,0.00014961,p,0.000448831,s,4.51E-05,p,0.00013538
s,0.000197942,p,0.000593827,1,0.000125677,p,0.000377032,s,4.01E-05,p,0.000120274
s,0.000246823,p,0.00074047,1,0.000116871,p,0.000350614,s,2.98E-05,p,8.95E-05
s,0.000223178,p,0.000669534,1,8.74E-05,p,0.000262149,s,5.04E-05,p,0.000151346
s,0.00017217,p,0.00051651,1,0.000119924,p,0.000359772,s,6.65E-05,p,0.000199525
s,0.000212339,p,0.000637016,1,0.000122505,p,0.000367514,s,7.57E-05,p,0.000226989
s,0.000206082,p,0.000618247,1,9.56E-05,p,0.000286727,s,6.09E-05,p,0.000182742
s,0.000221881,p,0.000665644,1,0.000127251,p,0.000381754,s,4.87E-05,p,0.000145969
s,0.000208371,p,0.000625114,1,8.81E-05,p,0.000264205,s,5.09E-05,p,0.000152763
s,0.000202333,p,0.000606999,1,0.000135794,p,0.000407382,s,3.02E-05,p,9.06E-05
s,0.000238422,p,0.000715266,1,0.000128329,p,0.000384987,s,3.84E-05,p,0.000115342
s,0.000199402,p,0.000598207,1,9.97E-05,p,0.000298953,s,3.81E-05,p,0.000114188
s,0.000244707,p,0.000734122,1,0.000151447,p,0.00045434,s,4.86E-05,p,0.000145881
s,0.000191808,p,0.000575424,1,0.000106541,p,0.000319623,s,3.16E-05,p,9.49E-05
s,0.000234033,p,0.000702098,1,0.000106832,p,0.000320496,s,4.32E-05,p,0.000129538
s,0.000237206,p,0.000711619,1,0.000115905,p,0.000347715,s,6.41E-05,p,0.000192358
s,0.000187305,p,0.000561914,1,0.000137471,p,0.000412412,s,5.00E-05,p,0.000150125
s,0.000217769,p,0.000653306,1,0.000120122,p,0.000360365,s,9.06E-05,p,0.000271856
s,0.000211454,p,0.000634362,1,0.000122156,p,0.000366467,s,4.92E-05,p,0.000147679
s,0.000220937,p,0.00066281,1,0.000113258,p,0.000339773,s,4.93E-05,p,0.00014798
s,0.000209991,p,0.000629972,1,0.000115314,p,0.000345942,s,5.76E-05,p,0.000172659
s,0.000167408,p,0.000502224,1,0.000162267,p,0.0004868,s,6.62E-05,p,0.000198542
s,0.000205286,p,0.000615859,1,0.000118421,p,0.000355264,s,5.07E-05,p,0.000152059
s,0.000212324,p,0.000636971,1,0.00010361,p,0.000310829,s,4.45E-05,p,0.000133525
s,0.000197286,p,0.000591858,1,0.000120494,p,0.000361481,s,4.04E-05,p,0.000121229
s,0.000227713,p,0.000683138,1,0.000143792,p,0.000431376,s,4.88E-05,p,0.000146506
s,0.000195755,p,0.000587265,1,0.000101377,p,0.00030413,s,6.44E-05,p,0.000193126
s,0.00024646,p,0.00073938,1,0.000163703,p,0.00049111,s,6.33E-05,p,0.000189897
s,0.000217199,p,0.000651596,1,9.54E-05,p,0.000286125,s,5.91E-05,p,0.000177319
s,0.000198533,p,0.000595598,1,0.000123171,p,0.000369513,s,2.39E-05,p,7.17E-05
s,0.000232318,p,0.000696955,1,0.00011986,p,0.00035958,s,4.63E-05,p,0.000138923
s,0.000217096,p,0.000651288,1,0.000116042,p,0.000348127,s,4.73E-05,p,0.000141789
s,0.000221892,p,0.000665677,1,0.000148002,p,0.000444005,s,5.52E-05,p,0.000165483
s,0.00018082,p,0.000542461,1,7.48E-05,p,0.000224489,s,5.72E-05,p,0.00017161
s,0.000161786,p,0.000485357,1,0.000149839,p,0.000449518,s,3.74E-05,p,0.000112304
s,0.00020512,p,0.000615359,1,0.000121349,p,0.000364048,s,2.57E-05,p,7.70E-05
s,0.000191003,p,0.000573009,1,0.000132509,p,0.000397527,s,4.22E-05,p,0.000126597
s,0.000203868,p,0.000611604,1,0.00011691,p,0.000350729,s,3.00E-05,p,9.01E-05
s,0.000239745,p,0.000719235,1,0.000130594,p,0.000391781,s,5.01E-05,p,0.000150189
s,0.000253176,p,0.000759528,1,8.94E-05,p,0.000268326,s,4.00E-05,p,0.000119962
s,0.000222788,p,0.000668364,1,8.93E-05,p,0.000267894,s,5.30E-05,p,0.00015896
s,0.000246639,p,0.000739916,1,0.000119208,p,0.000357623,s,2.51E-05,p,7.52E-05
s,0.000199145,p,0.000597435,1,9.49E-05,p,0.000284758,s,3.81E-05,p,0.00011419
s,0.000227976,p,0.000683927,1,0.000155174,p,0.000465523,s,9.38E-05,p,0.000281251
s,0.000217668,p,0.000653005,1,9.21E-05,p,0.000276344,s,7.17E-05,p,0.000215163
s,0.000193461,p,0.000580384,1,0.000122315,p,0.000366946,s,6.25E-05,p,0.000187621
s,0.000223556,p,0.000670667,1,9.57E-05,p,0.000286991,s,4.73E-05,p,0.000141818
s,0.0002338,p,0.000701401,1,0.000111368,p,0.000334103,s,5.39E-05,p,0.000161803
s,0.000216853,p,0.000650558,1,0.000102192,p,0.000306576,s,6.51E-05,p,0.000195186
s,0.000247993,p,0.00074398,1,0.000116624,p,0.000349871,s,4.19E-05,p,0.000125752
s,0.000187838,p,0.000563515,1,9.04E-05,p,0.000271342,s,3.12E-05,p,9.36E-05
s,0.000210978,p,0.000632935,1,8.46E-05,p,0.000253782,s,4.84E-05,p,0.000145071
s,0.000241469,p,0.000724408,1,0.000121011,p,0.000363034,s,4.93E-05,p,0.000148032
s,0.000219529,p,0.000658586,1,9.80E-05,p,0.000294022,s,4.05E-05,p,0.000121421
s,0.000259727,p,0.000779182,1,0.00010676,p,0.00032028,s,5.33E-05,p,0.000159767
s,0.000202896,p,0.000608688,1,0.000105236,p,0.000315708,s,5.37E-05,p,0.000161145
s,0.000210934,p,0.000632801,1,0.000109215,p,0.000327644,s,5.50E-05,p,0.000165112
s,0.000227898,p,0.000683693,1,8.26E-05,p,0.000247768,s,5.22E-05,p,0.000156624
s,0.000242991,p,0.000728973,1,0.000117572,p,0.000352716,s,3.82E-05,p,0.000114641
s,0.000260967,p,0.000782902,1,0.00012441,p,0.00037323,s,5.96E-05,p,0.000178839
s,0.000219921,p,0.000659762,1,0.000138655,p,0.000415965,s,2.36E-05,p,7.09E-05
s,0.000224213,p,0.000672638,1,0.000158592,p,0.000475777,s,4.93E-05,p,0.000147961
s,0.000224498,p,0.000673493,1,0.000101452,p,0.000304356,s,4.95E-05,p,0.000148556
s,0.000220101,p,0.000660302,1,0.000127784,p,0.000383351,s,5.63E-05,p,0.00016886
s,0.000248808,p,0.000746424,1,0.000131886,p,0.000395657,s,4.94E-05,p,0.000148062
s,0.000197827,p,0.000593481,1,0.000135149,p,0.000405446,s,3.71E-05,p,0.000111244
s,0.000246514,p,0.000739542,1,6.42E-05,p,0.000192602,s,4.64E-05,p,0.000139276
s,0.000261127,p,0.000783381,1,0.000114493,p,0.000343478,s,6.67E-05,p,0.000200238
s,0.000190969,p,0.000572907,1,0.000141815,p,0.000425446,s,3.28E-05,p,9.83E-05
s,0.000199074,p,0.000597223,1,0.000140223,p,0.000420668,s,4.39E-05,p,0.000131712
s,0.000260506,p,0.000781518,1,0.000115659,p,0.000346977,s,5.95E-05,p,0.00017836
s,0.000207079,p,0.000621237,1,0.000128128,p,0.000384383,s,6.34E-05,p,0.000190312
s,0.000211347,p,0.000634042,1,0.000118223,p,0.00035467,s,3.64E-05,p,0.000109085
s,0.000205065,p,0.000615194,1,0.000154326,p,0.000462977,s,4.88E-05,p,0.00014643
s,0.000229196,p,0.000687588,1,0.000144822,p,0.000434465,s,4.37E-05,p,0.00013114
s,0.000237743,p,0.00071323,1,0.000124339,p,0.000373018,s,2.78E-05,p,8.34E-05
s,0.000255717,p,0.00076715,1,0.00014022,p,0.000420659,s,4.88E-05,p,0.000146405
s,0.000229354,p,0.000688062,1,0.000130652,p,0.000391956,s,5.96E-05,p,0.000178943
s,0.000223107,p,0.000669322,1,9.40E-05,p,0.000281982,s,3.44E-05,p,0.000103281
s,0.000220734,p,0.000662203,1,0.000149472,p,0.000448416,s,3.09E-05,p,9.26E-05
s,0.000258958,p,0.000776875,1,9.03E-05,p,0.000270955,s,4.05E-05,p,0.000121571
s,0.000237336,p,0.000712008,1,0.000111799,p,0.000335397,s,5.58E-05,p,0.000167438
s,0.000234666,p,0.000703998,1,0.000100217,p,0.00030065,s,4.28E-05,p,0.000128454
s,0.000197309,p,0.000591928,1,0.000111441,p,0.000334324,s,4.64E-05,p,0.000139257
s,0.000246709,p,0.000740128,1,0.000133327,p,0.000399982,s,4.50E-05,p,0.000135148
s,0.000215908,p,0.000647724,1,0.00012946,p,0.000388379,s,4.81E-05,p,0.000144382
s,0.000239596,p,0.000718789,1,8.55E-05,p,0.000256465,s,3.38E-05,p,0.000101529
s,0.000221607,p,0.000664822,1,0.000105067,p,0.0003152,s,5.13E-05,p,0.00015395
s,0.000187549,p,0.000562648,1,0.000125643,p,0.000376928,s,4.66E-05,p,0.000139815
s,0.000209967,p,0.000629901,1,9.25E-05,p,0.000277424,s,6.30E-05,p,0.000189144
s,0.00019732,p,0.000591961,1,0.00011294,p,0.00033882,s,5.64E-05,p,0.00016927
s,0.000228889,p,0.000686667,1,0.000137981,p,0.000413943,s,4.69E-05,p,0.00014062
s,0.000243136,p,0.000729409,1,0.00010142,p,0.000304261,s,6.15E-05,p,0.000184546
s,0.000208938,p,0.000626813,1,0.000117345,p,0.000352035,s,4.39E-05,p,0.000131808
s,0.000208901,p,0.000626704,1,8.59E-05,p,0.000257841,s,3.07E-05,p,9.22E-05
s,0.000183781,p,0.000551342,1,0.000114297,p,0.000342891,s,4.13E-05,p,0.000123995
s,0.000223175,p,0.000669526,1,9.71E-05,p,0.000291404,s,2.89E-05,p,8.66E-05
s,0.000193284,p,0.000579851,1,0.000102553,p,0.000307659,s,6.07E-05,p,0.000182226
s,0.000213491,p,0.000640472,1,0.00010238,p,0.000307141,s,0.00006715,p,0.00020145
s,0.00024442,p,0.000733261,1,9.83E-05,p,0.000294798,s,4.26E-05,p,0.000127727
s,0.00018398,p,0.000551939,1,0.000131377,p,0.000394132,s,3.61E-05,p,0.000108294
s,0.000224695,p,0.000674084,1,0.00010542,p,0.000316261,s,7.91E-05,p,0.000237409
s,0.000272309,p,0.000816928,1,0.000119121,p,0.000357363,s,6.50E-05,p,0.000195111
s,0.000217058,p,0.000651173,1,0.000109194,p,0.000327581,s,5.34E-05,p,0.00016011
s,0.000230339,p,0.000691016,1,0.000101824,p,0.000305473,s,5.24E-05,p,0.000157081
s,0.00022211,p,0.000666329,1,9.58E-05,p,0.0002873,s,5.18E-05,p,0.000155375
s,0.000226009,p,0.000678027,1,0.000106344,p,0.000319032,s,2.50E-05,p,7.50E-05
s,0.000258985,p,0.000776956,1,0.000107852,p,0.000323555,s,4.63E-05,p,0.000138809
s,0.000204114,p,0.000612342,1,0.000108437,p,0.000325312,s,4.90E-05,p,0.000146863
s,0.000209086,p,0.000627258,1,0.000128759,p,0.000386277,s,4.80E-05,p,0.000143988
s,0.000234603,p,0.000703808,1,0.000148917,p,0.00044675,s,5.21E-05,p,0.00015637
s,0.000219131,p,0.000657392,1,0.000132447,p,0.000397341,s,3.82E-05,p,0.000114487
s,0.000233738,p,0.000701214,1,0.000128447,p,0.000385341,s,6.43E-05,p,0.000192835
s,0.000217007,p,0.000651021,1,0.000141081,p,0.000423243,s,7.14E-05,p,0.000214254
s,0.000213253,p,0.00063976,1,0.00015612,p,0.00046836,s,3.78E-05,p,0.000113434
s,0.000199932,p,0.000599796,1,0.000124189,p,0.000372566,s,4.63E-05,p,0.000139036
s,0.000248387,p,0.000745162,1,0.000101778,p,0.000305333,s,3.37E-05,p,0.000101074
s,0.000268762,p,0.000806286,1,0.000137404,p,0.000412212,s,3.24E-05,p,9.73E-05
s,0.00021412,p,0.00064236,1,0.000114676,p,0.000344028,s,4.88E-05,p,0.000146287
s,0.000208019,p,0.000624057,1,0.000128442,p,0.000385325,s,4.81E-05,p,0.000144274
s,0.000252543,p,0.000757628,1,9.81E-05,p,0.000294306,s,5.23E-05,p,0.000156959
s,0.000212637,p,0.000637912,1,0.00011237,p,0.00033711,s,4.89E-05,p,0.00014681
s,0.000175048,p,0.000525143,1,0.000113895,p,0.000341686,s,4.03E-05,p,0.000120979
s,0.000229393,p,0.000688178,1,9.36E-05,p,0.000280912,s,5.29E-05,p,0.000158654
s,0.000204861,p,0.000614584,1,7.88E-05,p,0.000236463,s,4.95E-05,p,0.000148478
s,0.000219242,p,0.000657727,1,0.000119969,p,0.000359908,s,5.58E-05,p,0.000167441
s,0.000219369,p,0.000658108,1,9.84E-05,p,0.000295307,s,6.06E-05,p,0.000181718
s,0.000230356,p,0.000691067,1,0.000126805,p,0.000380416,s,4.48E-05,p,0.00013435
s,0.000193251,p,0.000579752,1,8.34E-05,p,0.000250209,s,3.16E-05,p,9.49E-05
s,0.000189358,p,0.000568074,1,0.000122668,p,0.000368004,s,5.33E-05,p,0.000159925
s,0.00024749,p,0.000742471,1,0.000120903,p,0.000362709,s,4.84E-05,p,0.000145308
s,0.000223785,p,0.000671354,1,0.000112997,p,0.00033899,s,5.82E-05,p,0.000174538
s,0.000222507,p,0.00066752,1,0.000124564,p,0.000373692,s,4.91E-05,p,0.000147292
s,0.000226577,p,0.00067973,1,0.000120821,p,0.000362462,s,6.28E-05,p,0.000188543
s,0.000199781,p,0.000599342,1,0.000128853,p,0.000386558,s,4.12E-05,p,0.000123619
s,0.000229412,p,0.000688235,1,0.000121319,p,0.000363956,s,7.37E-05,p,0.000220954
s,0.000190133,p,0.000570399,1,0.000161884,p,0.000485653,s,5.66E-05,p,0.000169774
s,0.000242752,p,0.000728257,1,0.000114879,p,0.000344636,s,5.42E-05,p,0.000162606
s,0.000181793,p,0.00054538,1,0.000127122,p,0.000381365,s,5.17E-05,p,0.000155073
s,0.000198338,p,0.000595013,1,0.000100168,p,0.000300505,s,3.74E-05,p,0.000112148
s,0.000247715,p,0.000743144,1,0.000101026,p,0.000303079,s,3.34E-05,p,0.000100058
s,0.000196677,p,0.000590031,1,0.00015121,p,0.000453629,s,4.38E-05,p,0.00013148
s,0.000224494,p,0.000673483,1,0.000107107,p,0.000321321,s,6.67E-05,p,0.000200063
s,0.000214927,p,0.00064478,1,0.000126625,p,0.000379874,s,7.32E-05,p,0.000219721
s,0.000192149,p,0.000576446,1,0.000125026,p,0.000375077,s,4.47E-05,p,0.000134172
s,0.000226139,p,0.000678416,1,0.000113848,p,0.000341543,s,8.20E-05,p,0.000246146
s,0.000234941,p,0.000704824,1,0.00014594,p,0.000437821,s,4.54E-05,p,0.000136051
s,0.000211527,p,0.00063458,1,9.61E-05,p,0.000288288,s,4.66E-05,p,0.000139733
s,0.000227275,p,0.000681825,1,0.000129772,p,0.000389315,s,4.77E-05,p,0.000143222
s,0.000204404,p,0.000613213,1,0.000129267,p,0.000387801,s,2.66E-05,p,7.97E-05
s,0.000205775,p,0.000617326,1,0.000116683,p,0.000350049,s,5.40E-05,p,0.000161953
s,0.000232049,p,0.000696148,1,0.00014874,p,0.000446221,s,5.72E-05,p,0.000171486
s,0.000241926,p,0.000725778,1,0.000149789,p,0.000449366,s,5.37E-05,p,0.000161217
s,0.000219047,p,0.000657141,1,0.000137055,p,0.000411165,s,4.28E-05,p,0.000128327
s,0.000192861,p,0.000578582,1,0.000147134,p,0.000441401,s,5.17E-05,p,0.000155213
s,0.000207294,p,0.000621883,1,0.000122663,p,0.000367988,s,5.98E-05,p,0.000179452
s,0.000239377,p,0.00071813,1,0.000160084,p,0.000480253,s,3.77E-05,p,0.000113249
s,0.000231704,p,0.000695113,1,0.000124872,p,0.000374615,s,6.47E-05,p,0.000194069
s,0.000253431,p,0.000760294,1,0.000137852,p,0.000413556,s,3.82E-05,p,0.000114734
s,0.000209274,p,0.000627823,1,0.000100315,p,0.000300944,s,4.46E-05,p,0.000133903
s,0.000206447,p,0.000619342,1,9.46E-05,p,0.00028391,s,3.28E-05,p,9.85E-05
s,0.000264145,p,0.000792436,1,0.000117703,p,0.00035311,s,4.90E-05,p,0.000147039
s,0.000201159,p,0.000603477,1,0.000147004,p,0.000441012,s,7.62E-05,p,0.000228627
s,0.000203597,p,0.000610792,1,0.000121686,p,0.000365059,s,4.26E-05,p,0.000127881
s,0.000255873,p,0.00076762,1,0.00016415,p,0.00049245,s,5.77E-05,p,0.000173067
s,0.000239046,p,0.000717138,1,0.000114666,p,0.000343998,s,6.17E-05,p,0.000185185
s,0.000203027,p,0.000609081,1,0.000113312,p,0.000339936,s,5.44E-05,p,0.000163117
s,0.000191416,p,0.000574248,1,0.000148622,p,0.000445865,s,4.71E-05,p,0.0001413
s,0.000222808,p,0.000668425,1,0.000177918,p,0.000533754,s,3.54E-05,p,0.000106341
s,0.00026117,p,0.000783509,1,0.000131298,p,0.000393894,s,4.07E-05,p,0.00012207
s,0.000233499,p,0.000700497,1,0.000130073,p,0.000390219,s,5.26E-05,p,0.00015781
s,0.000249426,p,0.000748279,1,0.0001226,p,0.000367801,s,4.59E-05,p,0.000137737
s,0.000216026,p,0.000648079,1,0.000118639,p,0.000355918,s,6.47E-05,p,0.000194016
s,0.000213978,p,0.000641934,1,0.000113733,p,0.0003412,s,8.18E-05,p,0.000245515
s,0.000204252,p,0.000612757,1,0.000147485,p,0.000442455,s,4.79E-05,p,0.000143706
s,0.000217429,p,0.000652288,1,0.000140806,p,0.000422419,s,5.39E-05,p,0.000161568
