cond.s.m,echo.s.m,cond.p.m,echo.p.m
m,0.000135602,m,0.000135602
m,0.000146142,m,0.000146142
m,0.000115609,m,0.000115609
m,0.000165255,m,0.000165255
m,0.000157516,m,0.000157516
m,0.000141149,m,0.000141149
m,0.000169673,m,0.000169673
m,0.000180579,m,0.000180579
m,0.000171128,m,0.000171128
m,0.000111877,m,0.000111877
m,0.000108256,m,0.000108256
m,0.000130709,m,0.000130709
m,0.000216221,m,0.000216221
m,0.00021043,m,0.00021043
m,0.000166851,m,0.000166851
m,0.000156843,m,0.000156843
m,0.00014119,m,0.00014119
m,0.00020879,m,0.00020879
m,0.000159809,m,0.000159809
m,0.000204939,m,0.000204939
m,0.000241703,m,0.000241703
m,0.00014055,m,0.00014055
m,9.89278E-05,m,9.89278E-05
m,0.000174406,m,0.000174406
m,0.000199648,m,0.000199648
m,0.000127293,m,0.000127293
m,0.000141297,m,0.000141297
m,0.000147036,m,0.000147036
m,0.000151178,m,0.000151178
m,0.000141212,m,0.000141212
m,8.45666E-05,m,8.45666E-05
m,0.000184626,m,0.000184626
m,0.000205288,m,0.000205288
m,0.000186629,m,0.000186629
m,0.000117607,m,0.000117607
m,0.000125858,m,0.000125858
m,0.000158378,m,0.000158378
m,9.09747E-05,m,9.09747E-05
m,0.000218358,m,0.000218358
m,0.000172056,m,0.000172056
m,0.000142181,m,0.000142181
m,0.000165142,m,0.000165142
m,0.000119969,m,0.000119969
m,0.000110109,m,0.000110109
m,0.000256153,m,0.000256153
m,0.000127523,m,0.000127523
m,0.000128824,m,0.000128824
m,0.000223655,m,0.000223655
m,0.000182618,m,0.000182618
m,0.000149541,m,0.000149541
m,0.000277805,m,0.000277805
m,0.00016314,m,0.00016314
m,0.00014338,m,0.00014338
m,0.000219105,m,0.000219105
m,0.000141231,m,0.000141231
m,0.000130092,m,0.000130092
m,8.05655E-05,m,8.05655E-05
m,0.000119569,m,0.000119569
m,0.00015564,m,0.00015564
m,8.67929E-05,m,8.67929E-05
m,0.000130312,m,0.000130312
m,0.000145141,m,0.000145141
m,0.000128036,m,0.000128036
m,0.000267633,m,0.000267633
m,0.000164429,m,0.000164429
m,0.000100638,m,0.000100638
m,0.000122796,m,0.000122796
m,0.000177619,m,0.000177619
m,0.000258052,m,0.000258052
m,0.000164735,m,0.000164735
m,0.00017128,m,0.00017128
m,0.000110631,m,0.000110631
m,0.000117976,m,0.000117976
m,0.000136344,m,0.000136344
m,0.000179826,m,0.000179826
m,0.000219456,m,0.000219456
m,0.000110773,m,0.000110773
m,0.000251636,m,0.000251636
m,0.000170324,m,0.000170324
m,0.000146387,m,0.000146387
m,0.000140528,m,0.000140528
m,0.000182531,m,0.000182531
m,0.000107076,m,0.000107076
m,0.000174014,m,0.000174014
m,0.000175055,m,0.000175055
m,0.000103795,m,0.000103795
m,0.000206687,m,0.000206687
m,0.000164593,m,0.000164593
m,0.000196723,m,0.000196723
m,0.000132168,m,0.000132168
m,0.000109694,m,0.000109694
m,0.000211439,m,0.000211439
m,0.000166319,m,0.000166319
m,0.000108173,m,0.000108173
m,0.00014925,m,0.00014925
m,0.000135353,m,0.000135353
m,0.000136988,m,0.000136988
m,0.000125021,m,0.000125021
m,0.000135459,m,0.000135459
m,0.000150374,m,0.000150374
m,0.000188467,m,0.000188467
m,0.000149618,m,0.000149618
m,0.000150186,m,0.000150186
m,9.79084E-05,m,9.79084E-05
m,0.000164826,m,0.000164826
m,0.000183925,m,0.000183925
m,7.33958E-05,m,7.33958E-05
m,0.000171584,m,0.000171584
m,0.000120155,m,0.000120155
m,0.000193147,m,0.000193147
m,9.68781E-05,m,9.68781E-05
m,0.000134995,m,0.000134995
m,0.000144841,m,0.000144841
m,0.000120564,m,0.000120564
m,0.00015431,m,0.00015431
m,0.000167431,m,0.000167431
m,0.000145131,m,0.000145131
m,0.000142545,m,0.000142545
m,0.000102965,m,0.000102965
m,0.000157835,m,0.000157835
m,0.000140015,m,0.000140015
m,0.00020031,m,0.00020031
m,0.000165644,m,0.000165644
m,0.000143899,m,0.000143899
m,0.000125576,m,0.000125576
m,0.000149086,m,0.000149086
m,0.000179889,m,0.000179889
m,0.000114138,m,0.000114138
m,0.000157842,m,0.000157842
m,0.000153162,m,0.000153162
m,9.68993E-05,m,9.68993E-05
m,0.000176412,m,0.000176412
m,0.000188576,m,0.000188576
m,0.000208407,m,0.000208407
m,0.000265071,m,0.000265071
m,0.000171583,m,0.000171583
m,0.000189137,m,0.000189137
m,0.000100897,m,0.000100897
m,0.000163157,m,0.000163157
m,0.00013864,m,0.00013864
m,0.000113649,m,0.000113649
m,0.000130521,m,0.000130521
m,7.56347E-05,m,7.56347E-05
m,0.000117676,m,0.000117676
m,0.000168046,m,0.000168046
m,0.000164351,m,0.000164351
m,0.000179996,m,0.000179996
m,0.000156283,m,0.000156283
m,0.000167653,m,0.000167653
m,0.000224155,m,0.000224155
m,0.00014584,m,0.00014584
m,0.000186431,m,0.000186431
m,0.000171946,m,0.000171946
m,0.000150506,m,0.000150506
m,0.000127693,m,0.000127693
m,9.10124E-05,m,9.10124E-05
m,0.000128488,m,0.000128488
m,0.000178745,m,0.000178745
m,0.000137164,m,0.000137164
m,0.000137275,m,0.000137275
m,0.000182644,m,0.000182644
m,0.000180511,m,0.000180511
m,0.000216833,m,0.000216833
m,0.000125966,m,0.000125966
m,0.000193915,m,0.000193915
m,0.000166952,m,0.000166952
m,0.000207969,m,0.000207969
m,0.000150998,m,0.000150998
m,0.000151306,m,0.000151306
m,0.000161207,m,0.000161207
m,0.000246535,m,0.000246535
m,0.000201893,m,0.000201893
m,0.000107958,m,0.000107958
m,0.000178811,m,0.000178811
m,0.000209433,m,0.000209433
m,0.000181644,m,0.000181644
m,0.000182941,m,0.000182941
m,0.000140194,m,0.000140194
m,0.000168412,m,0.000168412
m,9.99089E-05,m,9.99089E-05
m,0.000200711,m,0.000200711
m,0.000134483,m,0.000134483
m,0.000136303,m,0.000136303
m,9.5952E-05,m,9.5952E-05
m,0.000158885,m,0.000158885
m,0.000174421,m,0.000174421
m,0.000216925,m,0.000216925
m,0.000127395,m,0.000127395
m,0.000106023,m,0.000106023
m,0.000153407,m,0.000153407
m,0.00012026,m,0.00012026
m,0.000195821,m,0.000195821
m,0.000157754,m,0.000157754
m,0.000189831,m,0.000189831
m,0.000131895,m,0.000131895
m,0.000137238,m,0.000137238
m,0.000155514,m,0.000155514
m,0.00017201,m,0.00017201
m,0.000125914,m,0.000125914
m,0.000143157,m,0.000143157
m,0.000104423,m,0.000104423
m,0.00015344,m,0.00015344
m,0.000137742,m,0.000137742
m,0.000164211,m,0.000164211
m,0.000140167,m,0.000140167
m,0.000216667,m,0.000216667
m,0.000134761,m,0.000134761
m,0.000106195,m,0.000106195
m,7.69733E-05,m,7.69733E-05
m,0.000133947,m,0.000133947
m,0.000101656,m,0.000101656
m,0.00024079,m,0.00024079
m,0.000126663,m,0.000126663
m,0.000173205,m,0.000173205
m,0.000186095,m,0.000186095
m,0.000106703,m,0.000106703
m,0.000152487,m,0.000152487
m,0.000217335,m,0.000217335
m,0.000146433,m,0.000146433
m,0.000103729,m,0.000103729
m,0.000207071,m,0.000207071
m,0.000192148,m,0.000192148
m,8.50238E-05,m,8.50238E-05
m,0.000149567,m,0.000149567
m,0.000137568,m,0.000137568
m,0.00017144,m,0.00017144
m,0.000127652,m,0.000127652
m,0.000109113,m,0.000109113
m,0.000145822,m,0.000145822
m,0.000114643,m,0.000114643
m,0.000130969,m,0.000130969
m,0.000207485,m,0.000207485
m,0.000193989,m,0.000193989
m,0.000109013,m,0.000109013
m,0.000205618,m,0.000205618
m,9.72006E-05,m,9.72006E-05
m,0.000124026,m,0.000124026
m,0.000170936,m,0.000170936
m,0.000150327,m,0.000150327
m,0.000184705,m,0.000184705
m,0.000127007,m,0.000127007
m,0.000166253,m,0.000166253
m,0.000126758,m,0.000126758
m,0.000141868,m,0.000141868
m,0.000174108,m,0.000174108
m,9.20287E-05,m,9.20287E-05
m,0.00015651,m,0.00015651
m,0.000200963,m,0.000200963
m,0.000114128,m,0.000114128
m,0.000180325,m,0.000180325
m,0.000139887,m,0.000139887
m,0.000202041,m,0.000202041
m,0.000173706,m,0.000173706
m,0.000144473,m,0.000144473
m,0.000162924,m,0.000162924
m,0.000102214,m,0.000102214
m,0.00015303,m,0.00015303
m,0.000110394,m,0.000110394
m,0.000127216,m,0.000127216
m,0.000142115,m,0.000142115
m,0.000137933,m,0.000137933
m,0.000222256,m,0.000222256
m,0.000130299,m,0.000130299
m,0.000104008,m,0.000104008
m,0.000157044,m,0.000157044
m,0.000134373,m,0.000134373
m,0.000185567,m,0.000185567
m,0.000190807,m,0.000190807
m,0.000167424,m,0.000167424
m,0.000145596,m,0.000145596
m,0.000174192,m,0.000174192
m,0.00015075,m,0.00015075
m,0.000205409,m,0.000205409
m,0.000112074,m,0.000112074
m,0.000149587,m,0.000149587
m,0.000153995,m,0.000153995
m,0.000116698,m,0.000116698
m,0.000171744,m,0.000171744
m,0.00016222,m,0.00016222
m,0.000161555,m,0.000161555
m,8.80677E-05,m,8.80677E-05
m,0.000152805,m,0.000152805
m,0.000184858,m,0.000184858
m,0.000112279,m,0.000112279
m,0.00011632,m,0.00011632
m,0.00015197,m,0.00015197
m,0.000212435,m,0.000212435
m,0.000176152,m,0.000176152
m,0.000141054,m,0.000141054
m,0.000155762,m,0.000155762
m,0.000133222,m,0.000133222
m,0.000142315,m,0.000142315
m,0.000175016,m,0.000175016
m,0.000183499,m,0.000183499
m,0.000167194,m,0.000167194
m,0.00016016,m,0.00016016
m,0.000164769,m,0.000164769
m,0.000138576,m,0.000138576
m,0.000167389,m,0.000167389
m,0.000159072,m,0.000159072
m,0.000144459,m,0.000144459
m,0.00016584,m,0.00016584
m,0.000106672,m,0.000106672
m,9.91921E-05,m,9.91921E-05
m,0.000138758,m,0.000138758
m,0.000179943,m,0.000179943
m,0.00011283,m,0.00011283
m,0.000164078,m,0.000164078
m,0.000183601,m,0.000183601
m,0.0001275,m,0.0001275
m,0.000155439,m,0.000155439
m,0.000168199,m,0.000168199
m,0.000140646,m,0.000140646
m,0.000144092,m,0.000144092
m,0.000162038,m,0.000162038
m,0.000128736,m,0.000128736
m,0.000122646,m,0.000122646
m,0.000124034,m,0.000124034
m,0.000196247,m,0.000196247
m,0.000136963,m,0.000136963
m,0.0002185,m,0.0002185
m,0.000168645,m,0.000168645
m,0.000232507,m,0.000232507
m,0.00011596,m,0.00011596
m,0.000143348,m,0.000143348
m,0.000111022,m,0.000111022
m,0.000103398,m,0.000103398
m,0.000189022,m,0.000189022
m,0.000216851,m,0.000216851
m,0.00014795,m,0.00014795
m,0.000152279,m,0.000152279
m,0.000161761,m,0.000161761
m,0.000178045,m,0.000178045
m,0.000145036,m,0.000145036
m,0.0001668,m,0.0001668
m,0.000204197,m,0.000204197
m,0.000151292,m,0.000151292
m,0.00018562,m,0.00018562
m,0.000193361,m,0.000193361
m,0.000157727,m,0.000157727
m,0.000132202,m,0.000132202
m,8.45863E-05,m,8.45863E-05
m,0.000129102,m,0.000129102
m,0.000157309,m,0.000157309
m,0.000143333,m,0.000143333
m,0.000200429,m,0.000200429
m,0.000216969,m,0.000216969
m,0.000136649,m,0.000136649
m,0.000106793,m,0.000106793
m,0.000103758,m,0.000103758
m,0.00017756,m,0.00017756
m,0.00010362,m,0.00010362
m,0.000122503,m,0.000122503
m,0.000140194,m,0.000140194
m,0.000227292,m,0.000227292
m,0.000163428,m,0.000163428
m,0.000168563,m,0.000168563
m,0.000185526,m,0.000185526
m,0.00018107,m,0.00018107
m,7.9458E-05,m,7.9458E-05
m,0.000191536,m,0.000191536
m,0.000218116,m,0.000218116
m,0.000166275,m,0.000166275
m,0.0001671,m,0.0001671
m,0.000169809,m,0.000169809
m,0.000203663,m,0.000203663
m,0.000257007,m,0.000257007
m,0.000150706,m,0.000150706
m,0.000182833,m,0.000182833
m,0.000112023,m,0.000112023
m,0.000127483,m,0.000127483
m,0.000150348,m,0.000150348
m,0.00012951,m,0.00012951
m,0.000114025,m,0.000114025
m,0.000121528,m,0.000121528
m,0.000150862,m,0.000150862
m,0.000153822,m,0.000153822
m,0.000169371,m,0.000169371
m,0.000148498,m,0.000148498
m,0.000159274,m,0.000159274
m,7.33265E-05,m,7.33265E-05
m,0.000159076,m,0.000159076
m,0.000173531,m,0.000173531
m,0.000156578,m,0.000156578
m,0.000133962,m,0.000133962
m,0.000105994,m,0.000105994
m,0.00010355,m,0.00010355
m,0.000243777,m,0.000243777
m,0.000127083,m,0.000127083
m,0.000156158,m,0.000156158
m,0.000182633,m,0.000182633
m,0.000178801,m,0.000178801
m,0.000186016,m,0.000186016
m,0.000118015,m,0.000118015
m,0.000147049,m,0.000147049
m,0.000229178,m,0.000229178
m,0.000125514,m,0.000125514
m,0.000150282,m,0.000150282
m,0.000112077,m,0.000112077
m,0.000189305,m,0.000189305
m,0.000132662,m,0.000132662
m,0.000137207,m,0.000137207
m,0.000113323,m,0.000113323
m,0.000199553,m,0.000199553
m,0.000115244,m,0.000115244
m,0.000222089,m,0.000222089
m,0.000201313,m,0.000201313
m,0.000148143,m,0.000148143
m,0.000111829,m,0.000111829
m,0.000281799,m,0.000281799
m,7.50879E-05,m,7.50879E-05
m,0.000158176,m,0.000158176
m,0.00016687,m,0.00016687
m,0.000125377,m,0.000125377
m,8.25382E-05,m,8.25382E-05
m,0.000121864,m,0.000121864
m,0.000141113,m,0.000141113
m,0.00019053,m,0.00019053
m,0.000131703,m,0.000131703
m,0.000114152,m,0.000114152
m,0.000192078,m,0.000192078
m,0.000110747,m,0.000110747
m,0.000116801,m,0.000116801
m,0.000161424,m,0.000161424
m,0.000160477,m,0.000160477
m,0.000163821,m,0.000163821
m,0.000143171,m,0.000143171
m,0.000181487,m,0.000181487
m,0.000222502,m,0.000222502
m,0.000236003,m,0.000236003
m,0.000151431,m,0.000151431
m,0.000182463,m,0.000182463
m,0.000165879,m,0.000165879
m,9.11365E-05,m,9.11365E-05
m,0.000120138,m,0.000120138
m,0.000183549,m,0.000183549
m,0.000133232,m,0.000133232
m,9.60144E-05,m,9.60144E-05
m,0.00019252,m,0.00019252
m,0.000187974,m,0.000187974
m,0.000149706,m,0.000149706
m,0.000212453,m,0.000212453
m,0.000241816,m,0.000241816
m,0.000179831,m,0.000179831
m,0.000158163,m,0.000158163
m,0.000152527,m,0.000152527
m,0.000167234,m,0.000167234
m,0.000159685,m,0.000159685
m,0.000197017,m,0.000197017
m,0.000132433,m,0.000132433
m,0.000111296,m,0.000111296
m,0.000214562,m,0.000214562
m,0.000131223,m,0.000131223
m,0.00015989,m,0.00015989
m,0.000138267,m,0.000138267
m,0.000159941,m,0.000159941
m,0.000143097,m,0.000143097
m,0.000185955,m,0.000185955
m,0.000151689,m,0.000151689
m,0.000171514,m,0.000171514
m,0.000133625,m,0.000133625
m,0.000175526,m,0.000175526
m,0.000107688,m,0.000107688
m,0.000113562,m,0.000113562
m,0.000140444,m,0.000140444
m,0.000158767,m,0.000158767
m,0.00016636,m,0.00016636
m,0.00023126,m,0.00023126
m,0.000133438,m,0.000133438
m,0.000141249,m,0.000141249
m,0.000196476,m,0.000196476
m,0.000172235,m,0.000172235
m,0.000244333,m,0.000244333
m,0.000144994,m,0.000144994
m,0.000141742,m,0.000141742
m,0.000138819,m,0.000138819
m,0.000133655,m,0.000133655
m,0.000159172,m,0.000159172
m,0.000133146,m,0.000133146
m,0.000123222,m,0.000123222
m,0.000175664,m,0.000175664
m,0.000168028,m,0.000168028
m,0.000171376,m,0.000171376
m,0.000160108,m,0.000160108
m,0.000158026,m,0.000158026
m,0.000164062,m,0.000164062
m,0.000126009,m,0.000126009
m,0.000145599,m,0.000145599
m,0.00014857,m,0.00014857
m,0.000157048,m,0.000157048
m,0.000168701,m,0.000168701
m,0.000139256,m,0.000139256
m,0.000119134,m,0.000119134
m,0.000150895,m,0.000150895
m,0.00015747,m,0.00015747
m,0.000113983,m,0.000113983
m,0.000157251,m,0.000157251
m,0.000146212,m,0.000146212
m,0.000163026,m,0.000163026
m,0.000166422,m,0.000166422
m,0.00013015,m,0.00013015
m,0.00016151,m,0.00016151
m,0.000143943,m,0.000143943
m,0.000155698,m,0.000155698
m,0.000208491,m,0.000208491
m,0.00020196,m,0.00020196
m,0.000115366,m,0.000115366
m,0.000144919,m,0.000144919
m,0.000157691,m,0.000157691
m,0.000167127,m,0.000167127
m,0.000266226,m,0.000266226
m,9.88075E-05,m,9.88075E-05
m,0.000135708,m,0.000135708
m,0.000136069,m,0.000136069
m,8.37673E-05,m,8.37673E-05
m,0.000118311,m,0.000118311
m,0.000150166,m,0.000150166
m,0.000197774,m,0.000197774
m,0.000175503,m,0.000175503
m,0.000154779,m,0.000154779
m,0.000149656,m,0.000149656
m,0.000155391,m,0.000155391
m,0.000173674,m,0.000173674
m,0.000134057,m,0.000134057
m,7.91509E-05,m,7.91509E-05
m,0.000123558,m,0.000123558
m,0.000134868,m,0.000134868
m,0.000124691,m,0.000124691
m,0.000176069,m,0.000176069
m,0.000172769,m,0.000172769
m,0.00012135,m,0.00012135
m,0.000172487,m,0.000172487
m,0.000190724,m,0.000190724
m,0.000205445,m,0.000205445
m,0.000133605,m,0.000133605
m,0.000161099,m,0.000161099
m,0.000217213,m,0.000217213
m,0.000210162,m,0.000210162
m,0.000157176,m,0.000157176
m,0.00015803,m,0.00015803
m,0.000156895,m,0.000156895
m,0.000142571,m,0.000142571
m,0.000205424,m,0.000205424
m,0.000114307,m,0.000114307
m,0.000127439,m,0.000127439
m,9.79264E-05,m,9.79264E-05
m,0.000201416,m,0.000201416
m,0.000144653,m,0.000144653
m,0.000199347,m,0.000199347
m,0.000166436,m,0.000166436
m,0.000118593,m,0.000118593
m,0.000140372,m,0.000140372
m,0.000152257,m,0.000152257
m,0.000160821,m,0.000160821
m,0.000160007,m,0.000160007
m,0.000101575,m,0.000101575
m,0.000160379,m,0.000160379
m,9.96435E-05,m,9.96435E-05
m,0.000183903,m,0.000183903
m,0.00010683,m,0.00010683
m,0.000120965,m,0.000120965
m,0.000122608,m,0.000122608
m,0.000143452,m,0.000143452
m,9.268E-05,m,9.268E-05
m,0.000104672,m,0.000104672
m,0.000133784,m,0.000133784
m,0.000167581,m,0.000167581
m,0.000147736,m,0.000147736
m,0.000166405,m,0.000166405
m,0.000114279,m,0.000114279
m,0.000225694,m,0.000225694
m,0.000143073,m,0.000143073
m,0.000169879,m,0.000169879
m,0.000252503,m,0.000252503
m,0.000141342,m,0.000141342
m,0.000107396,m,0.000107396
m,0.000130317,m,0.000130317
m,0.000214616,m,0.000214616
m,0.000135972,m,0.000135972
m,0.000149404,m,0.000149404
m,0.000164781,m,0.000164781
m,0.00018836,m,0.00018836
m,0.000158428,m,0.000158428
m,0.000198709,m,0.000198709
m,0.000173947,m,0.000173947
m,0.000140808,m,0.000140808
m,0.000156139,m,0.000156139
m,0.00012276,m,0.00012276
m,0.0001445,m,0.0001445
m,0.000131713,m,0.000131713
m,0.000159676,m,0.000159676
m,8.89156E-05,m,8.89156E-05
m,0.000143834,m,0.000143834
m,0.000110918,m,0.000110918
m,0.00012982,m,0.00012982
m,0.000105688,m,0.000105688
m,0.000153975,m,0.000153975
m,0.000183853,m,0.000183853
m,0.000220003,m,0.000220003
m,0.000168559,m,0.000168559
m,0.000152383,m,0.000152383
m,0.000166912,m,0.000166912
m,0.000143544,m,0.000143544
m,0.000184693,m,0.000184693
m,0.000198195,m,0.000198195
m,0.000210237,m,0.000210237
m,0.000137055,m,0.000137055
m,0.000181724,m,0.000181724
m,0.000143801,m,0.000143801
m,0.000173433,m,0.000173433
m,0.000154619,m,0.000154619
m,0.000186733,m,0.000186733
m,0.000131915,m,0.000131915
m,0.000103494,m,0.000103494
m,0.000109758,m,0.000109758
m,0.000162395,m,0.000162395
m,0.000217704,m,0.000217704
m,0.000192464,m,0.000192464
m,0.000119148,m,0.000119148
m,0.000136657,m,0.000136657
m,0.00019956,m,0.00019956
m,0.000205146,m,0.000205146
m,0.000123296,m,0.000123296
m,0.000142092,m,0.000142092
m,0.00020922,m,0.00020922
m,0.000147649,m,0.000147649
m,0.000150735,m,0.000150735
m,0.000151079,m,0.000151079
m,0.000147801,m,0.000147801
m,0.000188979,m,0.000188979
m,0.000129208,m,0.000129208
m,0.000103407,m,0.000103407
m,0.000158823,m,0.000158823
m,7.73103E-05,m,7.73103E-05
m,0.000143697,m,0.000143697
m,0.000192237,m,0.000192237
m,0.000123873,m,0.000123873
m,0.000188235,m,0.000188235
m,0.000180961,m,0.000180961
m,0.000197734,m,0.000197734
m,0.000138388,m,0.000138388
m,0.000200835,m,0.000200835
m,6.67859E-05,m,6.67859E-05
m,8.34941E-05,m,8.34941E-05
m,0.000122158,m,0.000122158
m,0.000159639,m,0.000159639
m,0.000216814,m,0.000216814
m,0.000121526,m,0.000121526
m,0.000116378,m,0.000116378
m,0.000181052,m,0.000181052
m,0.000130118,m,0.000130118
m,0.000144297,m,0.000144297
m,0.000136976,m,0.000136976
m,0.000189407,m,0.000189407
m,0.000132854,m,0.000132854
m,0.000200182,m,0.000200182
m,0.000183314,m,0.000183314
m,0.000158914,m,0.000158914
m,0.000179827,m,0.000179827
m,0.000178602,m,0.000178602
m,0.000149098,m,0.000149098
m,0.000130641,m,0.000130641
m,0.000160601,m,0.000160601
m,0.00017193,m,0.00017193
m,0.000208781,m,0.000208781
m,0.000139743,m,0.000139743
m,0.000121738,m,0.000121738
m,0.000128372,m,0.000128372
m,0.000190424,m,0.000190424
m,8.57533E-05,m,8.57533E-05
m,0.000161383,m,0.000161383
m,0.000184265,m,0.000184265
m,0.000163771,m,0.000163771
m,0.000154478,m,0.000154478
m,0.000148955,m,0.000148955
m,0.000171306,m,0.000171306
m,0.000129786,m,0.000129786
m,0.000178249,m,0.000178249
m,9.23015E-05,m,9.23015E-05
m,0.000196577,m,0.000196577
m,0.000146692,m,0.000146692
m,0.00013838,m,0.00013838
m,0.000163254,m,0.000163254
m,0.000182912,m,0.000182912
m,0.000170785,m,0.000170785
m,0.000151546,m,0.000151546
m,0.000156024,m,0.000156024
m,0.000201029,m,0.000201029
m,0.000184791,m,0.000184791
m,9.81465E-05,m,9.81465E-05
m,0.000122056,m,0.000122056
m,0.000158537,m,0.000158537
m,0.000149311,m,0.000149311
m,0.000148796,m,0.000148796
m,0.000113397,m,0.000113397
m,0.000196794,m,0.000196794
m,0.000208667,m,0.000208667
m,0.000175421,m,0.000175421
m,0.000117793,m,0.000117793
m,0.000141487,m,0.000141487
m,0.000165532,m,0.000165532
m,0.000126351,m,0.000126351
m,0.000122129,m,0.000122129
m,0.000162811,m,0.000162811
m,0.000143276,m,0.000143276
m,0.000142004,m,0.000142004
m,0.000126124,m,0.000126124
m,0.00012927,m,0.00012927
m,0.000187715,m,0.000187715
m,0.000139813,m,0.000139813
m,0.000164538,m,0.000164538
m,0.000159363,m,0.000159363
m,0.000165113,m,0.000165113
m,0.000107495,m,0.000107495
m,0.000242665,m,0.000242665
m,0.000179127,m,0.000179127
m,0.000135687,m,0.000135687
m,0.000135772,m,0.000135772
m,7.36159E-05,m,7.36159E-05
m,0.00015647,m,0.00015647
m,8.72326E-05,m,8.72326E-05
m,0.000115369,m,0.000115369
m,0.000218831,m,0.000218831
m,0.000165203,m,0.000165203
m,0.000108766,m,0.000108766
m,0.000182313,m,0.000182313
m,0.000127712,m,0.000127712
m,0.000103623,m,0.000103623
m,0.000105657,m,0.000105657
m,0.000140425,m,0.000140425
m,0.000142897,m,0.000142897
m,0.000146773,m,0.000146773
m,0.000227021,m,0.000227021
m,0.000152117,m,0.000152117
m,0.000161782,m,0.000161782
m,0.000126568,m,0.000126568
m,9.19243E-05,m,9.19243E-05
m,0.000139682,m,0.000139682
m,0.000137741,m,0.000137741
m,0.00013378,m,0.00013378
m,0.00013539,m,0.00013539
m,0.000154508,m,0.000154508
m,0.000150256,m,0.000150256
m,0.000134452,m,0.000134452
m,0.000152156,m,0.000152156
m,0.000143972,m,0.000143972
m,0.000181013,m,0.000181013
m,0.000146335,m,0.000146335
m,0.000156649,m,0.000156649
m,0.00019478,m,0.00019478
m,0.000199533,m,0.000199533
m,0.000199905,m,0.000199905
m,0.000215891,m,0.000215891
m,0.000147005,m,0.000147005
m,0.00017941,m,0.00017941
m,0.00014606,m,0.00014606
m,0.000185634,m,0.000185634
m,0.000227945,m,0.000227945
m,0.000189063,m,0.000189063
m,0.000213817,m,0.000213817
m,0.000165482,m,0.000165482
m,0.000153659,m,0.000153659
m,9.62399E-05,m,9.62399E-05
m,0.000127262,m,0.000127262
m,0.000166764,m,0.000166764
m,0.000158715,m,0.000158715
m,0.000105738,m,0.000105738
m,0.000135277,m,0.000135277
m,0.000205968,m,0.000205968
m,0.000118245,m,0.000118245
m,0.000126119,m,0.000126119
m,0.000152813,m,0.000152813
m,0.00017586,m,0.00017586
m,0.00019396,m,0.00019396
m,0.000216734,m,0.000216734
m,0.000135516,m,0.000135516
m,0.000139849,m,0.000139849
m,0.000134707,m,0.000134707
m,0.000147852,m,0.000147852
m,0.000202238,m,0.000202238
m,0.00010737,m,0.00010737
m,0.000104348,m,0.000104348
m,0.000114083,m,0.000114083
m,0.00018917,m,0.00018917
m,0.000123064,m,0.000123064
m,0.000132098,m,0.000132098
m,0.000110608,m,0.000110608
m,0.000209698,m,0.000209698
m,0.000117248,m,0.000117248
m,0.000174196,m,0.000174196
m,0.000173964,m,0.000173964
m,0.000139708,m,0.000139708
m,0.00019762,m,0.00019762
m,0.000146829,m,0.000146829
m,0.000184935,m,0.000184935
m,0.000104018,m,0.000104018
m,0.000102387,m,0.000102387
m,0.000127154,m,0.000127154
m,0.000168633,m,0.000168633
m,0.000139049,m,0.000139049
m,7.62281E-05,m,7.62281E-05
m,0.000210645,m,0.000210645
m,0.000173483,m,0.000173483
m,0.000185569,m,0.000185569
m,0.000200505,m,0.000200505
m,0.000123367,m,0.000123367
m,0.00014927,m,0.00014927
m,0.000143475,m,0.000143475
m,0.000137323,m,0.000137323
m,0.000187166,m,0.000187166
m,0.000132067,m,0.000132067
m,0.000135157,m,0.000135157
m,0.000208213,m,0.000208213
m,0.000106977,m,0.000106977
m,0.000110903,m,0.000110903
m,0.000116746,m,0.000116746
m,6.65775E-05,m,6.65775E-05
m,0.000196961,m,0.000196961
m,0.000115236,m,0.000115236
m,0.000186768,m,0.000186768
m,0.000225177,m,0.000225177
m,0.000109781,m,0.000109781
m,0.000132472,m,0.000132472
m,0.000171475,m,0.000171475
m,0.000206173,m,0.000206173
m,0.000151513,m,0.000151513
m,9.8664E-05,m,9.8664E-05
m,0.000162566,m,0.000162566
m,0.000186594,m,0.000186594
m,0.000195415,m,0.000195415
m,0.000101025,m,0.000101025
m,0.000142394,m,0.000142394
m,0.000199549,m,0.000199549
m,0.000113317,m,0.000113317
m,0.000155274,m,0.000155274
m,0.000171157,m,0.000171157
m,0.00016084,m,0.00016084
m,0.000194184,m,0.000194184
m,0.000179062,m,0.000179062
m,0.000170442,m,0.000170442
m,0.000205657,m,0.000205657
m,0.000157412,m,0.000157412
m,0.000211764,m,0.000211764
m,0.000156913,m,0.000156913
m,0.000219096,m,0.000219096
m,0.000250006,m,0.000250006
m,0.000151205,m,0.000151205
m,0.000146979,m,0.000146979
m,0.000124849,m,0.000124849
m,0.000136771,m,0.000136771
m,0.000143839,m,0.000143839
m,0.000223977,m,0.000223977
m,0.000184652,m,0.000184652
m,0.000135312,m,0.000135312
m,0.000145258,m,0.000145258
m,0.000152249,m,0.000152249
m,0.000194305,m,0.000194305
m,0.000203362,m,0.000203362
m,0.000166423,m,0.000166423
m,0.000220422,m,0.000220422
m,0.000178419,m,0.000178419
