cond.s.m,echo.1.3,cond.p.m,echo.p.3,cond.s.m,echo.1.3,cond.p.m,echo.p.3
s,0.000106963,p,0.00032089,s,4.42385E-05,p,0.000132716
s,0.000120065,p,0.000360195,s,5.6889E-05,p,0.000170667
s,0.00012624,p,0.00037872,s,4.91011E-05,p,0.000147303
s,0.00012878,p,0.000386339,s,4.50316E-05,p,0.000135095
s,0.000110674,p,0.000332023,s,3.74762E-05,p,0.000112428
s,0.000119235,p,0.000357705,s,3.79126E-05,p,0.000113738
s,0.000107936,p,0.000323808,s,4.56829E-05,p,0.000137049
s,0.000109186,p,0.000327557,s,4.88057E-05,p,0.000146417
s,0.000123208,p,0.000369625,s,4.15982E-05,p,0.000124795
s,0.000129847,p,0.000389542,s,3.29186E-05,p,9.87557E-05
s,0.000124444,p,0.000373333,s,4.09706E-05,p,0.000122912
s,0.000127548,p,0.000382643,s,4.06501E-05,p,0.00012195
s,0.000139759,p,0.000419276,s,3.52202E-05,p,0.000105661
s,9.54004E-05,p,0.000286201,s,4.94623E-05,p,0.000148387
s,0.000124749,p,0.000374246,s,4.52185E-05,p,0.000135655
s,9.58596E-05,p,0.000287579,s,3.64629E-05,p,0.000109389
s,0.000113588,p,0.000340764,s,5.10361E-05,p,0.000153108
s,0.000115453,p,0.000346358,s,4.29483E-05,p,0.000128845
s,0.000106958,p,0.000320873,s,4.61811E-05,p,0.000138543
s,0.000126043,p,0.00037813,s,6.07637E-05,p,0.000182291
s,0.000126583,p,0.000379749,s,4.79018E-05,p,0.000143706
s,8.98078E-05,p,0.000269423,s,5.19133E-05,p,0.00015574
s,0.000104672,p,0.000314016,s,5.2768E-05,p,0.000158304
s,0.000103199,p,0.000309596,s,4.98911E-05,p,0.000149673
s,0.000115048,p,0.000345143,s,4.53085E-05,p,0.000135926
s,0.000119128,p,0.000357383,s,4.86115E-05,p,0.000145834
s,0.000105797,p,0.000317391,s,4.2568E-05,p,0.000127704
s,0.000114018,p,0.000342054,s,4.4989E-05,p,0.000134967
s,0.000104981,p,0.000314943,s,4.77301E-05,p,0.00014319
s,0.000113845,p,0.000341534,s,4.58173E-05,p,0.000137452
s,0.000119509,p,0.000358527,s,5.66069E-05,p,0.000169821
s,0.000126304,p,0.000378913,s,5.3574E-05,p,0.000160722
s,0.000110189,p,0.000330568,s,4.39348E-05,p,0.000131804
s,0.000142813,p,0.00042844,s,4.28602E-05,p,0.000128581
s,0.000118917,p,0.000356752,s,3.68821E-05,p,0.000110646
s,0.000111562,p,0.000334686,s,4.59909E-05,p,0.000137973
s,0.000103483,p,0.000310449,s,4.17397E-05,p,0.000125219
s,9.11164E-05,p,0.000273349,s,5.66003E-05,p,0.000169801
s,0.000101331,p,0.000303992,s,5.6472E-05,p,0.000169416
s,0.000121698,p,0.000365094,s,4.53702E-05,p,0.00013611
s,0.000121511,p,0.000364534,s,3.7244E-05,p,0.000111732
s,0.00011467,p,0.00034401,s,4.05819E-05,p,0.000121746
s,0.000131313,p,0.00039394,s,5.14176E-05,p,0.000154253
s,9.14634E-05,p,0.00027439,s,4.43794E-05,p,0.000133138
s,0.000120969,p,0.000362906,s,4.96739E-05,p,0.000149022
s,0.000107124,p,0.000321373,s,3.91392E-05,p,0.000117418
s,9.341E-05,p,0.00028023,s,5.02558E-05,p,0.000150767
s,0.000118004,p,0.000354011,s,3.8747E-05,p,0.000116241
s,8.71122E-05,p,0.000261337,s,5.01602E-05,p,0.000150481
s,0.000115605,p,0.000346815,s,4.57426E-05,p,0.000137228
s,9.82384E-05,p,0.000294715,s,6.32704E-05,p,0.000189811
s,0.000123064,p,0.000369193,s,4.84136E-05,p,0.000145241
s,0.000129183,p,0.000387549,s,5.45429E-05,p,0.000163629
s,0.000115277,p,0.000345831,s,4.57799E-05,p,0.00013734
s,0.000122411,p,0.000367232,s,5.9599E-05,p,0.000178797
s,0.000140907,p,0.000422721,s,4.48924E-05,p,0.000134677
s,0.000116534,p,0.000349603,s,4.68242E-05,p,0.000140473
s,0.00012406,p,0.00037218,s,5.2411E-05,p,0.000157233
s,9.28703E-05,p,0.000278611,s,4.04916E-05,p,0.000121475
s,0.000123005,p,0.000369015,s,4.5398E-05,p,0.000136194
s,0.000122019,p,0.000366056,s,6.15483E-05,p,0.000184645
s,0.000116799,p,0.000350398,s,5.36427E-05,p,0.000160928
s,0.000123363,p,0.000370089,s,4.17604E-05,p,0.000125281
s,0.000111534,p,0.000334603,s,4.77951E-05,p,0.000143385
s,0.000108526,p,0.000325577,s,6.01219E-05,p,0.000180366
s,0.00012065,p,0.00036195,s,4.71469E-05,p,0.000141441
s,0.000131495,p,0.000394485,s,4.35994E-05,p,0.000130798
s,0.000121253,p,0.000363758,s,4.31216E-05,p,0.000129365
s,9.32643E-05,p,0.000279793,s,5.17238E-05,p,0.000155171
s,0.000110682,p,0.000332046,s,5.26051E-05,p,0.000157815
s,8.94966E-05,p,0.00026849,s,4.62466E-05,p,0.00013874
s,0.000100375,p,0.000301124,s,3.54681E-05,p,0.000106404
s,0.000103197,p,0.00030959,s,4.87748E-05,p,0.000146324
s,0.000109496,p,0.000328487,s,5.10163E-05,p,0.000153049
s,0.000111667,p,0.000335002,s,3.84603E-05,p,0.000115381
s,9.74823E-05,p,0.000292447,s,4.7605E-05,p,0.000142815
s,0.000125562,p,0.000376687,s,3.12233E-05,p,9.36699E-05
s,0.000110602,p,0.000331807,s,5.47541E-05,p,0.000164262
s,9.51775E-05,p,0.000285533,s,3.57435E-05,p,0.000107231
s,0.000108032,p,0.000324097,s,3.83855E-05,p,0.000115157
s,0.000121139,p,0.000363418,s,4.81333E-05,p,0.0001444
s,0.00010191,p,0.00030573,s,5.36562E-05,p,0.000160969
s,9.6554E-05,p,0.000289662,s,5.44827E-05,p,0.000163448
s,0.000132717,p,0.000398152,s,5.23183E-05,p,0.000156955
s,9.28983E-05,p,0.000278695,s,4.49754E-05,p,0.000134926
s,0.000117869,p,0.000353607,s,5.92095E-05,p,0.000177629
s,0.00011672,p,0.00035016,s,4.00664E-05,p,0.000120199
s,0.000103849,p,0.000311547,s,4.17305E-05,p,0.000125192
s,0.000102098,p,0.000306294,s,4.50609E-05,p,0.000135183
s,0.00012409,p,0.000372269,s,4.90534E-05,p,0.00014716
s,0.000119871,p,0.000359613,s,5.31157E-05,p,0.000159347
s,6.97544E-05,p,0.000209263,s,5.56055E-05,p,0.000166816
s,0.00013011,p,0.000390329,s,4.90139E-05,p,0.000147042
s,0.000113999,p,0.000341997,s,3.90648E-05,p,0.000117194
s,9.73106E-05,p,0.000291932,s,3.68376E-05,p,0.000110513
s,0.000101243,p,0.00030373,s,4.99984E-05,p,0.000149995
s,0.000104087,p,0.000312261,s,4.58997E-05,p,0.000137699
s,0.000103141,p,0.000309424,s,4.94891E-05,p,0.000148467
s,0.000105583,p,0.000316749,s,5.64666E-05,p,0.0001694
s,0.000114121,p,0.000342364,s,5.40852E-05,p,0.000162255
s,9.47094E-05,p,0.000284128,s,4.59355E-05,p,0.000137807
s,0.00010532,p,0.00031596,s,4.48218E-05,p,0.000134465
s,0.000107889,p,0.000323668,s,4.00347E-05,p,0.000120104
s,0.000117688,p,0.000353063,s,5.06707E-05,p,0.000152012
s,0.00010779,p,0.00032337,s,3.82439E-05,p,0.000114732
s,0.000130478,p,0.000391434,s,4.81842E-05,p,0.000144553
s,0.000115649,p,0.000346947,s,3.49535E-05,p,0.000104861
s,0.000105559,p,0.000316678,s,5.20025E-05,p,0.000156008
s,0.000119103,p,0.000357308,s,4.09936E-05,p,0.000122981
s,0.000117305,p,0.000351914,s,5.22355E-05,p,0.000156707
s,0.000103863,p,0.00031159,s,5.46575E-05,p,0.000163972
s,0.000116333,p,0.000348999,s,5.06153E-05,p,0.000151846
s,0.000140706,p,0.000422117,s,4.47467E-05,p,0.00013424
s,9.86484E-05,p,0.000295945,s,4.86402E-05,p,0.000145921
s,9.743E-05,p,0.00029229,s,4.99354E-05,p,0.000149806
s,0.00012217,p,0.000366509,s,4.529E-05,p,0.00013587
s,0.000131976,p,0.000395928,s,3.93747E-05,p,0.000118124
s,0.000136661,p,0.000409984,s,5.27097E-05,p,0.000158129
s,0.000109996,p,0.000329989,s,4.0044E-05,p,0.000120132
s,0.000120451,p,0.000361354,s,4.84385E-05,p,0.000145316
s,0.000118943,p,0.000356828,s,5.88415E-05,p,0.000176524
s,0.000110814,p,0.000332441,s,4.90108E-05,p,0.000147032
s,9.34885E-05,p,0.000280465,s,4.12359E-05,p,0.000123708
s,0.000125765,p,0.000377295,s,5.1265E-05,p,0.000153795
s,0.000105572,p,0.000316715,s,4.56932E-05,p,0.00013708
s,0.000122773,p,0.000368318,s,4.53774E-05,p,0.000136132
s,0.000104289,p,0.000312868,s,4.78431E-05,p,0.000143529
s,0.000122198,p,0.000366593,s,4.63571E-05,p,0.000139071
s,9.13106E-05,p,0.000273932,s,4.67687E-05,p,0.000140306
s,0.000104091,p,0.000312273,s,4.4104E-05,p,0.000132312
s,0.000117932,p,0.000353795,s,5.87197E-05,p,0.000176159
s,0.000107127,p,0.000321382,s,3.96477E-05,p,0.000118943
s,0.000122844,p,0.000368532,s,5.48465E-05,p,0.00016454
s,0.000111727,p,0.000335182,s,4.39681E-05,p,0.000131904
s,0.000110402,p,0.000331207,s,4.52035E-05,p,0.000135611
s,0.000124237,p,0.000372711,s,4.94305E-05,p,0.000148291
s,9.63777E-05,p,0.000289133,s,4.85185E-05,p,0.000145555
s,0.000121383,p,0.000364149,s,4.66766E-05,p,0.00014003
s,0.000112366,p,0.000337098,s,4.61484E-05,p,0.000138445
s,0.000106474,p,0.000319421,s,5.34382E-05,p,0.000160315
s,0.000105392,p,0.000316176,s,5.96142E-05,p,0.000178843
s,0.000125332,p,0.000375997,s,4.47957E-05,p,0.000134387
s,0.000112616,p,0.000337848,s,5.08399E-05,p,0.00015252
s,9.54101E-05,p,0.00028623,s,4.71505E-05,p,0.000141451
s,0.000118996,p,0.000356989,s,4.50381E-05,p,0.000135114
s,0.000139385,p,0.000418154,s,6.59544E-05,p,0.000197863
s,9.4896E-05,p,0.000284688,s,4.86958E-05,p,0.000146087
s,0.00011644,p,0.000349319,s,5.74736E-05,p,0.000172421
s,0.000151028,p,0.000453085,s,4.26709E-05,p,0.000128013
s,0.000102767,p,0.000308301,s,4.74337E-05,p,0.000142301
s,0.000113352,p,0.000340055,s,4.22695E-05,p,0.000126808
s,0.000120744,p,0.000362231,s,4.41625E-05,p,0.000132488
s,9.63136E-05,p,0.000288941,s,4.77909E-05,p,0.000143373
s,0.000109238,p,0.000327715,s,5.28512E-05,p,0.000158554
s,0.000118339,p,0.000355016,s,4.93762E-05,p,0.000148128
s,0.000108466,p,0.000325398,s,4.25805E-05,p,0.000127742
s,9.16098E-05,p,0.000274829,s,4.32638E-05,p,0.000129791
s,0.000110138,p,0.000330414,s,5.18055E-05,p,0.000155417
s,0.000116033,p,0.000348098,s,4.56988E-05,p,0.000137096
s,0.000107445,p,0.000322336,s,5.17031E-05,p,0.000155109
s,9.08403E-05,p,0.000272521,s,4.94969E-05,p,0.000148491
s,0.000101621,p,0.000304864,s,4.86963E-05,p,0.000146089
s,0.000119151,p,0.000357453,s,4.44793E-05,p,0.000133438
s,0.000110548,p,0.000331645,s,5.09128E-05,p,0.000152738
s,0.000130592,p,0.000391775,s,6.26861E-05,p,0.000188058
s,0.000108695,p,0.000326086,s,5.13342E-05,p,0.000154003
s,9.55657E-05,p,0.000286697,s,4.75326E-05,p,0.000142598
s,0.000107696,p,0.000323088,s,4.41325E-05,p,0.000132398
s,0.000113508,p,0.000340525,s,4.92947E-05,p,0.000147884
s,0.000105987,p,0.000317961,s,4.55493E-05,p,0.000136648
s,0.00010476,p,0.000314279,s,4.68883E-05,p,0.000140665
s,0.000112539,p,0.000337617,s,4.27008E-05,p,0.000128102
s,0.000120285,p,0.000360856,s,4.93354E-05,p,0.000148006
s,0.000116809,p,0.000350426,s,3.71911E-05,p,0.000111573
s,0.000105568,p,0.000316705,s,5.1559E-05,p,0.000154677
s,0.000127551,p,0.000382653,s,5.02208E-05,p,0.000150662
s,0.000116577,p,0.00034973,s,4.45392E-05,p,0.000133617
s,9.95976E-05,p,0.000298793,s,4.52246E-05,p,0.000135674
s,0.000119356,p,0.000358068,s,5.58633E-05,p,0.00016759
s,0.000128118,p,0.000384354,s,5.34193E-05,p,0.000160258
s,0.000121545,p,0.000364635,s,4.47823E-05,p,0.000134347
s,0.000115252,p,0.000345756,s,5.02333E-05,p,0.0001507
s,0.000103589,p,0.000310766,s,4.58651E-05,p,0.000137595
s,0.00011162,p,0.000334859,s,4.66065E-05,p,0.00013982
s,9.55496E-05,p,0.000286649,s,5.64219E-05,p,0.000169266
s,0.000126565,p,0.000379694,s,4.99127E-05,p,0.000149738
s,0.000102534,p,0.000307601,s,4.68095E-05,p,0.000140429
s,0.000109162,p,0.000327486,s,5.31372E-05,p,0.000159412
s,0.000141764,p,0.000425293,s,5.02245E-05,p,0.000150674
s,0.000122932,p,0.000368797,s,4.83445E-05,p,0.000145033
s,9.6996E-05,p,0.000290988,s,6.09742E-05,p,0.000182923
s,0.000134556,p,0.000403668,s,6.06133E-05,p,0.00018184
s,0.000112025,p,0.000336075,s,5.30599E-05,p,0.00015918
s,0.000101519,p,0.000304558,s,3.48484E-05,p,0.000104545
s,9.1239E-05,p,0.000273717,s,6.00856E-05,p,0.000180257
s,9.55274E-05,p,0.000286582,s,3.89113E-05,p,0.000116734
s,0.000111843,p,0.000335529,s,5.4658E-05,p,0.000163974
s,8.22005E-05,p,0.000246601,s,5.09576E-05,p,0.000152873
s,9.83834E-05,p,0.00029515,s,4.30271E-05,p,0.000129081
s,9.91859E-05,p,0.000297558,s,5.61899E-05,p,0.00016857
s,0.000114209,p,0.000342626,s,4.45237E-05,p,0.000133571
s,0.000112809,p,0.000338428,s,3.71075E-05,p,0.000111323
s,0.000129944,p,0.000389832,s,4.62643E-05,p,0.000138793
s,0.000114947,p,0.000344841,s,5.59198E-05,p,0.000167759
s,9.63149E-05,p,0.000288945,s,4.36985E-05,p,0.000131095
s,8.77977E-05,p,0.000263393,s,4.23656E-05,p,0.000127097
s,0.000115112,p,0.000345337,s,4.8618E-05,p,0.000145854
s,0.000101472,p,0.000304415,s,5.2038E-05,p,0.000156114
s,9.79565E-05,p,0.000293869,s,3.9204E-05,p,0.000117612
s,9.62477E-05,p,0.000288743,s,5.43004E-05,p,0.000162901
s,9.62096E-05,p,0.000288629,s,4.24711E-05,p,0.000127413
s,0.000103334,p,0.000310001,s,4.78729E-05,p,0.000143619
s,0.000109543,p,0.000328629,s,4.5563E-05,p,0.000136689
s,0.000112732,p,0.000338196,s,6.20382E-05,p,0.000186114
s,0.000122893,p,0.00036868,s,5.55948E-05,p,0.000166784
s,0.000121323,p,0.000363968,s,5.18585E-05,p,0.000155575
s,7.94599E-05,p,0.00023838,s,5.51224E-05,p,0.000165367
s,0.000118631,p,0.000355893,s,4.59016E-05,p,0.000137705
s,9.05755E-05,p,0.000271727,s,4.55453E-05,p,0.000136636
s,0.000146979,p,0.000440936,s,4.7286E-05,p,0.000141858
s,0.000120915,p,0.000362744,s,4.59072E-05,p,0.000137722
s,0.000103866,p,0.000311599,s,4.94099E-05,p,0.00014823
s,0.000125366,p,0.000376099,s,5.12106E-05,p,0.000153632
s,0.000128758,p,0.000386274,s,4.99045E-05,p,0.000149714
s,0.000109391,p,0.000328174,s,4.8402E-05,p,0.000145206
s,9.44903E-05,p,0.000283471,s,3.65037E-05,p,0.000109511
s,0.000133302,p,0.000399905,s,3.60533E-05,p,0.00010816
s,0.000116783,p,0.000350348,s,3.88095E-05,p,0.000116429
s,0.000137245,p,0.000411735,s,4.34334E-05,p,0.0001303
s,0.000112896,p,0.000338688,s,5.58549E-05,p,0.000167565
s,0.000119107,p,0.000357321,s,4.6588E-05,p,0.000139764
s,0.000111948,p,0.000335843,s,5.3151E-05,p,0.000159453
s,0.000120574,p,0.000361722,s,4.70953E-05,p,0.000141286
s,0.000115783,p,0.00034735,s,5.30107E-05,p,0.000159032
s,0.00012477,p,0.00037431,s,5.10495E-05,p,0.000153149
s,0.000137037,p,0.00041111,s,6.37867E-05,p,0.00019136
s,0.00014566,p,0.000436979,s,3.78454E-05,p,0.000113536
s,0.000138022,p,0.000414066,s,5.20847E-05,p,0.000156254
s,0.000103764,p,0.000311292,s,4.88391E-05,p,0.000146517
s,0.000117048,p,0.000351144,s,4.80929E-05,p,0.000144279
s,0.000115292,p,0.000345877,s,5.42392E-05,p,0.000162718
s,0.000107602,p,0.000322807,s,3.80032E-05,p,0.00011401
s,0.000106074,p,0.000318221,s,5.31725E-05,p,0.000159518
s,8.98447E-05,p,0.000269534,s,5.07916E-05,p,0.000152375
s,0.000118783,p,0.000356349,s,4.0847E-05,p,0.000122541
s,0.000114043,p,0.000342129,s,5.33128E-05,p,0.000159938
s,0.00011462,p,0.000343861,s,4.57321E-05,p,0.000137196
s,0.000102211,p,0.000306634,s,5.28586E-05,p,0.000158576
s,0.000121857,p,0.00036557,s,4.59863E-05,p,0.000137959
s,0.000104148,p,0.000312445,s,4.13665E-05,p,0.000124099
s,9.56451E-05,p,0.000286935,s,4.9655E-05,p,0.000148965
s,0.000117287,p,0.000351861,s,4.0039E-05,p,0.000120117
s,0.00012361,p,0.00037083,s,5.06184E-05,p,0.000151855
s,0.00010359,p,0.00031077,s,5.21834E-05,p,0.00015655
s,0.000122971,p,0.000368912,s,4.56485E-05,p,0.000136945
s,0.00011137,p,0.000334109,s,4.73537E-05,p,0.000142061
s,0.000118457,p,0.00035537,s,5.27087E-05,p,0.000158126
s,0.000108211,p,0.000324632,s,6.31765E-05,p,0.000189529
s,0.000110054,p,0.000330161,s,4.10186E-05,p,0.000123056
s,0.000105597,p,0.000316791,s,5.49804E-05,p,0.000164941
s,0.000124471,p,0.000373412,s,5.97495E-05,p,0.000179249
s,0.000113289,p,0.000339866,s,4.35369E-05,p,0.000130611
s,9.24003E-05,p,0.000277201,s,5.69215E-05,p,0.000170764
s,8.73162E-05,p,0.000261949,s,3.70423E-05,p,0.000111127
s,0.000125408,p,0.000376225,s,4.23207E-05,p,0.000126962
s,0.000107117,p,0.00032135,s,4.96393E-05,p,0.000148918
s,0.000128642,p,0.000385926,s,4.34617E-05,p,0.000130385
s,0.000101723,p,0.00030517,s,5.67474E-05,p,0.000170242
s,9.60548E-05,p,0.000288164,s,5.45488E-05,p,0.000163646
s,0.00010152,p,0.00030456,s,5.24058E-05,p,0.000157217
s,0.000118724,p,0.000356173,s,4.70308E-05,p,0.000141092
s,0.000121961,p,0.000365884,s,4.98278E-05,p,0.000149483
s,0.000102135,p,0.000306405,s,5.05668E-05,p,0.0001517
s,9.82078E-05,p,0.000294623,s,3.78557E-05,p,0.000113567
s,0.000133387,p,0.00040016,s,5.5618E-05,p,0.000166854
s,0.00011972,p,0.000359161,s,0.00004455,p,0.00013365
s,0.000106951,p,0.000320854,s,3.63704E-05,p,0.000109111
s,0.000127847,p,0.00038354,s,3.90712E-05,p,0.000117214
s,0.000124985,p,0.000374955,s,5.13019E-05,p,0.000153906
s,0.000127724,p,0.000383171,s,4.49124E-05,p,0.000134737
s,0.000123859,p,0.000371578,s,5.31213E-05,p,0.000159364
s,0.000125067,p,0.0003752,s,4.77113E-05,p,0.000143134
s,0.000104618,p,0.000313853,s,4.62736E-05,p,0.000138821
s,0.000104243,p,0.000312729,s,4.65869E-05,p,0.000139761
s,0.000120605,p,0.000361814,s,5.43699E-05,p,0.00016311
s,0.000105351,p,0.000316052,s,4.74189E-05,p,0.000142257
s,0.000124606,p,0.000373817,s,6.07903E-05,p,0.000182371
s,0.0001265,p,0.000379501,s,3.66032E-05,p,0.000109809
s,0.000103255,p,0.000309765,s,4.87247E-05,p,0.000146174
s,0.000119984,p,0.000359951,s,4.52478E-05,p,0.000135744
s,0.000110221,p,0.000330662,s,4.57901E-05,p,0.00013737
s,9.96924E-05,p,0.000299077,s,4.32597E-05,p,0.000129779
s,9.19426E-05,p,0.000275828,s,4.24093E-05,p,0.000127228
s,0.000115592,p,0.000346775,s,5.26582E-05,p,0.000157975
s,0.000118837,p,0.00035651,s,3.17017E-05,p,9.51052E-05
s,9.41465E-05,p,0.00028244,s,4.58208E-05,p,0.000137463
s,0.000113001,p,0.000339004,s,4.8393E-05,p,0.000145179
s,0.00012229,p,0.000366871,s,4.24575E-05,p,0.000127372
s,0.000126611,p,0.000379833,s,4.69216E-05,p,0.000140765
s,0.000106325,p,0.000318976,s,5.01039E-05,p,0.000150312
s,0.000120879,p,0.000362636,s,4.51254E-05,p,0.000135376
s,0.000117291,p,0.000351873,s,4.16061E-05,p,0.000124818
s,0.000117651,p,0.000352953,s,4.39525E-05,p,0.000131858
s,0.000112368,p,0.000337105,s,4.31497E-05,p,0.000129449
s,0.000130808,p,0.000392425,s,5.50347E-05,p,0.000165104
s,0.000101571,p,0.000304713,s,5.07645E-05,p,0.000152293
s,9.76775E-05,p,0.000293033,s,5.16525E-05,p,0.000154957
s,9.54303E-05,p,0.000286291,s,5.63265E-05,p,0.00016898
s,0.000127694,p,0.000383081,s,4.16502E-05,p,0.000124951
s,0.000119374,p,0.000358121,s,4.1813E-05,p,0.000125439
s,0.00014096,p,0.000422879,s,4.61189E-05,p,0.000138357
s,0.000138738,p,0.000416215,s,3.66518E-05,p,0.000109955
s,0.000112405,p,0.000337214,s,5.47393E-05,p,0.000164218
s,0.000112167,p,0.000336501,s,4.61223E-05,p,0.000138367
s,0.00010597,p,0.000317911,s,4.27473E-05,p,0.000128242
s,0.000116825,p,0.000350474,s,4.03848E-05,p,0.000121154
s,8.81996E-05,p,0.000264599,s,4.39265E-05,p,0.00013178
s,0.000114663,p,0.000343988,s,4.94591E-05,p,0.000148377
s,0.000115136,p,0.000345408,s,4.89092E-05,p,0.000146728
s,0.000100856,p,0.000302568,s,4.55777E-05,p,0.000136733
s,0.000103848,p,0.000311545,s,5.47074E-05,p,0.000164122
s,0.000102111,p,0.000306333,s,6.11548E-05,p,0.000183464
s,0.000109904,p,0.000329713,s,4.75159E-05,p,0.000142548
s,0.000106568,p,0.000319704,s,4.60443E-05,p,0.000138133
s,0.000109448,p,0.000328343,s,5.15502E-05,p,0.000154651
s,0.000104121,p,0.000312364,s,4.0912E-05,p,0.000122736
s,0.000117233,p,0.0003517,s,4.61367E-05,p,0.00013841
s,0.000101731,p,0.000305193,s,4.70158E-05,p,0.000141047
s,0.000119283,p,0.000357848,s,4.96896E-05,p,0.000149069
s,0.00012226,p,0.000366779,s,4.33127E-05,p,0.000129938
s,0.000146206,p,0.000438617,s,3.84091E-05,p,0.000115227
s,9.52873E-05,p,0.000285862,s,4.14417E-05,p,0.000124325
s,0.000123001,p,0.000369002,s,5.50793E-05,p,0.000165238
s,0.000124039,p,0.000372117,s,4.92444E-05,p,0.000147733
s,0.000102256,p,0.000306768,s,4.86924E-05,p,0.000146077
s,0.000116668,p,0.000350004,s,3.87611E-05,p,0.000116283
s,0.000116396,p,0.000349188,s,4.5602E-05,p,0.000136806
s,0.000123758,p,0.000371275,s,4.79821E-05,p,0.000143946
s,0.000100058,p,0.000300175,s,4.64742E-05,p,0.000139423
s,0.000111629,p,0.000334886,s,4.81087E-05,p,0.000144326
s,7.30118E-05,p,0.000219036,s,4.12566E-05,p,0.00012377
s,0.000101268,p,0.000303804,s,4.49629E-05,p,0.000134889
s,0.000111104,p,0.000333311,s,4.95637E-05,p,0.000148691
s,0.000144593,p,0.000433779,s,5.55964E-05,p,0.000166789
s,0.000135832,p,0.000407497,s,4.32984E-05,p,0.000129895
s,0.000106786,p,0.000320358,s,3.82259E-05,p,0.000114678
s,0.000114745,p,0.000344236,s,5.07014E-05,p,0.000152104
s,9.21987E-05,p,0.000276596,s,3.13527E-05,p,9.4058E-05
s,0.000100838,p,0.000302513,s,5.46699E-05,p,0.00016401
s,0.00010132,p,0.000303961,s,4.62541E-05,p,0.000138762
s,0.000117525,p,0.000352576,s,3.791E-05,p,0.00011373
s,0.000107085,p,0.000321255,s,4.9655E-05,p,0.000148965
s,0.000105929,p,0.000317788,s,5.30987E-05,p,0.000159296
s,0.000117463,p,0.000352389,s,4.74221E-05,p,0.000142266
s,0.000109428,p,0.000328283,s,4.00602E-05,p,0.00012018
s,0.000136016,p,0.000408048,s,4.85652E-05,p,0.000145696
s,0.000136894,p,0.000410682,s,4.85176E-05,p,0.000145553
s,0.000103367,p,0.000310102,s,3.7776E-05,p,0.000113328
s,0.000110285,p,0.000330856,s,4.00632E-05,p,0.00012019
s,0.000118786,p,0.000356359,s,4.25804E-05,p,0.000127741
s,8.83738E-05,p,0.000265121,s,4.29511E-05,p,0.000128853
s,0.000122884,p,0.000368653,s,4.86901E-05,p,0.00014607
s,0.000107036,p,0.000321107,s,4.8314E-05,p,0.000144942
s,0.000115996,p,0.000347989,s,4.57244E-05,p,0.000137173
s,9.39702E-05,p,0.000281911,s,5.79791E-05,p,0.000173937
s,0.000103108,p,0.000309324,s,4.6656E-05,p,0.000139968
s,0.000130589,p,0.000391766,s,3.49494E-05,p,0.000104848
s,0.000110402,p,0.000331206,s,4.83181E-05,p,0.000144954
s,9.98072E-05,p,0.000299422,s,3.70277E-05,p,0.000111083
s,0.000127594,p,0.000382782,s,5.23859E-05,p,0.000157158
s,0.000100089,p,0.000300266,s,4.66393E-05,p,0.000139918
s,9.91966E-05,p,0.00029759,s,4.88977E-05,p,0.000146693
s,0.000109704,p,0.000329111,s,4.62925E-05,p,0.000138877
s,9.59868E-05,p,0.00028796,s,4.45283E-05,p,0.000133585
s,0.000123262,p,0.000369786,s,4.16725E-05,p,0.000125017
s,0.000115432,p,0.000346296,s,4.51474E-05,p,0.000135442
s,0.000108114,p,0.000324341,s,4.05266E-05,p,0.00012158
s,0.000115319,p,0.000345957,s,4.16408E-05,p,0.000124922
s,0.000135271,p,0.000405814,s,4.91005E-05,p,0.000147302
s,0.000103388,p,0.000310163,s,4.36271E-05,p,0.000130881
s,0.000123276,p,0.000369828,s,5.09256E-05,p,0.000152777
s,9.83224E-05,p,0.000294967,s,4.41735E-05,p,0.000132521
s,9.55313E-05,p,0.000286594,s,5.51171E-05,p,0.000165351
s,0.000135916,p,0.000407747,s,5.38244E-05,p,0.000161473
s,0.00010443,p,0.000313289,s,5.11974E-05,p,0.000153592
s,9.14695E-05,p,0.000274408,s,5.38931E-05,p,0.000161679
s,0.00011127,p,0.000333811,s,4.17071E-05,p,0.000125121
s,9.79422E-05,p,0.000293827,s,6.12954E-05,p,0.000183886
s,9.05503E-05,p,0.000271651,s,5.28912E-05,p,0.000158674
s,0.000113191,p,0.000339574,s,4.44776E-05,p,0.000133433
s,0.00010929,p,0.000327871,s,4.85496E-05,p,0.000145649
s,0.000106032,p,0.000318097,s,4.8142E-05,p,0.000144426
s,0.000120586,p,0.000361757,s,4.79473E-05,p,0.000143842
s,0.000118072,p,0.000354216,s,4.70281E-05,p,0.000141084
s,8.64225E-05,p,0.000259267,s,3.77818E-05,p,0.000113345
s,0.000111484,p,0.000334451,s,3.70409E-05,p,0.000111123
