cond.s.m,echo.1.3,cond.p.m,echo.p.3,cond.s.m,echo.1.3,cond.p.m,echo.p.3
m,0.000349606,m,0.000349606,m,0.000152902,m,0.000152902
m,0.000345145,m,0.000345145,m,0.00015005,m,0.00015005
m,0.000307826,m,0.000307826,m,0.000139125,m,0.000139125
m,0.000331042,m,0.000331042,m,0.000162018,m,0.000162018
m,0.000420494,m,0.000420494,m,0.000151477,m,0.000151477
m,0.000369562,m,0.000369562,m,0.000144861,m,0.000144861
m,0.000294496,m,0.000294496,m,0.000125506,m,0.000125506
m,0.000327503,m,0.000327503,m,0.000120893,m,0.000120893
m,0.000298943,m,0.000298943,m,0.000114231,m,0.000114231
m,0.000270234,m,0.000270234,m,0.000148146,m,0.000148146
m,0.000295982,m,0.000295982,m,0.000137467,m,0.000137467
m,0.000316874,m,0.000316874,m,0.000137238,m,0.000137238
m,0.000330372,m,0.000330372,m,0.000130687,m,0.000130687
m,0.000349421,m,0.000349421,m,0.000126835,m,0.000126835
m,0.000287703,m,0.000287703,m,0.000137302,m,0.000137302
m,0.000242929,m,0.000242929,m,0.000140837,m,0.000140837
m,0.00032182,m,0.00032182,m,0.00016388,m,0.00016388
m,0.00028206,m,0.00028206,m,0.000121051,m,0.000121051
m,0.000282688,m,0.000282688,m,0.00014167,m,0.00014167
m,0.000272571,m,0.000272571,m,0.000149805,m,0.000149805
m,0.000372555,m,0.000372555,m,0.000128688,m,0.000128688
m,0.000360742,m,0.000360742,m,0.000129234,m,0.000129234
m,0.000247963,m,0.000247963,m,0.000132683,m,0.000132683
m,0.000347309,m,0.000347309,m,0.000126942,m,0.000126942
m,0.00034872,m,0.00034872,m,0.000136958,m,0.000136958
m,0.000350596,m,0.000350596,m,0.000143168,m,0.000143168
m,0.000318166,m,0.000318166,m,0.00014471,m,0.00014471
m,0.000369256,m,0.000369256,m,0.000151472,m,0.000151472
m,0.000304108,m,0.000304108,m,0.000114609,m,0.000114609
m,0.000356569,m,0.000356569,m,0.000148344,m,0.000148344
m,0.000384931,m,0.000384931,m,0.000140298,m,0.000140298
m,0.000346975,m,0.000346975,m,0.000130844,m,0.000130844
m,0.000365087,m,0.000365087,m,0.000116424,m,0.000116424
m,0.000398304,m,0.000398304,m,0.000128789,m,0.000128789
m,0.000290242,m,0.000290242,m,0.000125976,m,0.000125976
m,0.000361711,m,0.000361711,m,0.000118562,m,0.000118562
m,0.000377636,m,0.000377636,m,0.000151686,m,0.000151686
m,0.000282829,m,0.000282829,m,0.000132923,m,0.000132923
m,0.000310404,m,0.000310404,m,0.000133535,m,0.000133535
m,0.000348349,m,0.000348349,m,0.000114866,m,0.000114866
m,0.000442553,m,0.000442553,m,0.000133702,m,0.000133702
m,0.000389833,m,0.000389833,m,0.00013677,m,0.00013677
m,0.000319966,m,0.000319966,m,0.000133946,m,0.000133946
m,0.000294854,m,0.000294854,m,0.000150111,m,0.000150111
m,0.000340766,m,0.000340766,m,0.000148482,m,0.000148482
m,0.000334188,m,0.000334188,m,0.000150403,m,0.000150403
m,0.000429331,m,0.000429331,m,0.000143546,m,0.000143546
m,0.000420995,m,0.000420995,m,0.000150501,m,0.000150501
m,0.000405188,m,0.000405188,m,0.000154569,m,0.000154569
m,0.000321758,m,0.000321758,m,0.000172046,m,0.000172046
m,0.000382369,m,0.000382369,m,0.000171139,m,0.000171139
m,0.000394699,m,0.000394699,m,0.000172883,m,0.000172883
m,0.000382078,m,0.000382078,m,0.000173683,m,0.000173683
m,0.000334107,m,0.000334107,m,0.000146992,m,0.000146992
m,0.000333385,m,0.000333385,m,0.000130676,m,0.000130676
m,0.000303185,m,0.000303185,m,0.000152542,m,0.000152542
m,0.000381793,m,0.000381793,m,0.000133201,m,0.000133201
m,0.000363775,m,0.000363775,m,0.000140721,m,0.000140721
m,0.000322903,m,0.000322903,m,0.00013356,m,0.00013356
m,0.000337916,m,0.000337916,m,0.000139302,m,0.000139302
m,0.000315829,m,0.000315829,m,0.000108837,m,0.000108837
m,0.000338369,m,0.000338369,m,0.000146144,m,0.000146144
m,0.000373393,m,0.000373393,m,0.000136088,m,0.000136088
m,0.000353545,m,0.000353545,m,0.000131301,m,0.000131301
m,0.000277293,m,0.000277293,m,0.000133104,m,0.000133104
m,0.000368463,m,0.000368463,m,0.000169534,m,0.000169534
m,0.000387251,m,0.000387251,m,0.000141203,m,0.000141203
m,0.000327811,m,0.000327811,m,0.000129228,m,0.000129228
m,0.000366697,m,0.000366697,m,0.00016112,m,0.00016112
m,0.00031786,m,0.00031786,m,0.000186152,m,0.000186152
m,0.000356394,m,0.000356394,m,0.000143984,m,0.000143984
m,0.000354656,m,0.000354656,m,0.000149139,m,0.000149139
m,0.00031488,m,0.00031488,m,0.00012433,m,0.00012433
m,0.000324775,m,0.000324775,m,0.000134838,m,0.000134838
m,0.000298846,m,0.000298846,m,0.000144318,m,0.000144318
m,0.000394081,m,0.000394081,m,0.00013308,m,0.00013308
m,0.000340826,m,0.000340826,m,0.00015821,m,0.00015821
m,0.000364123,m,0.000364123,m,0.000149202,m,0.000149202
m,0.00035124,m,0.00035124,m,0.000120304,m,0.000120304
m,0.000288004,m,0.000288004,m,0.000175264,m,0.000175264
m,0.000385815,m,0.000385815,m,0.000126668,m,0.000126668
m,0.000322789,m,0.000322789,m,0.000148557,m,0.000148557
m,0.0003048,m,0.0003048,m,0.000142726,m,0.000142726
m,0.000366072,m,0.000366072,m,0.000129324,m,0.000129324
m,0.000325922,m,0.000325922,m,0.000155757,m,0.000155757
m,0.000378363,m,0.000378363,m,0.000118653,m,0.000118653
m,0.000381,m,0.000381,m,0.000132134,m,0.000132134
m,0.000240461,m,0.000240461,m,0.000155682,m,0.000155682
m,0.000332282,m,0.000332282,m,0.000110638,m,0.000110638
m,0.000368596,m,0.000368596,m,0.000132917,m,0.000132917
m,0.000297833,m,0.000297833,m,0.000122708,m,0.000122708
m,0.000332056,m,0.000332056,m,0.000186567,m,0.000186567
m,0.000300035,m,0.000300035,m,0.000146012,m,0.000146012
m,0.000325466,m,0.000325466,m,0.000171605,m,0.000171605
m,0.000311425,m,0.000311425,m,0.000128778,m,0.000128778
m,0.000352751,m,0.000352751,m,0.000104435,m,0.000104435
m,0.000270668,m,0.000270668,m,0.000109128,m,0.000109128
m,0.000319385,m,0.000319385,m,0.000141418,m,0.000141418
m,0.00032457,m,0.00032457,m,0.000147052,m,0.000147052
m,0.00036753,m,0.00036753,m,0.000132477,m,0.000132477
m,0.000326208,m,0.000326208,m,0.000143316,m,0.000143316
m,0.000336038,m,0.000336038,m,0.000130982,m,0.000130982
m,0.000275075,m,0.000275075,m,0.000145401,m,0.000145401
m,0.000283192,m,0.000283192,m,0.000177416,m,0.000177416
m,0.000361816,m,0.000361816,m,8.86318E-05,m,8.86318E-05
m,0.000335659,m,0.000335659,m,0.000148207,m,0.000148207
m,0.000265272,m,0.000265272,m,0.000124605,m,0.000124605
m,0.000270069,m,0.000270069,m,0.000121022,m,0.000121022
m,0.000297377,m,0.000297377,m,0.000142868,m,0.000142868
m,0.000361717,m,0.000361717,m,0.000121754,m,0.000121754
m,0.000318638,m,0.000318638,m,0.000145066,m,0.000145066
m,0.000316951,m,0.000316951,m,0.000126379,m,0.000126379
m,0.000325876,m,0.000325876,m,0.000137706,m,0.000137706
m,0.000386129,m,0.000386129,m,0.00012601,m,0.00012601
m,0.000376827,m,0.000376827,m,0.000168032,m,0.000168032
m,0.000299732,m,0.000299732,m,0.000121248,m,0.000121248
m,0.00038879,m,0.00038879,m,0.00011739,m,0.00011739
m,0.000322796,m,0.000322796,m,0.000130363,m,0.000130363
m,0.000297367,m,0.000297367,m,0.000151008,m,0.000151008
m,0.000369299,m,0.000369299,m,0.000157062,m,0.000157062
m,0.000382639,m,0.000382639,m,0.000159352,m,0.000159352
m,0.000374131,m,0.000374131,m,0.000135818,m,0.000135818
m,0.000296738,m,0.000296738,m,0.000107014,m,0.000107014
m,0.00034263,m,0.00034263,m,0.000134873,m,0.000134873
m,0.000336625,m,0.000336625,m,0.000151145,m,0.000151145
m,0.000399496,m,0.000399496,m,0.000153806,m,0.000153806
m,0.000336078,m,0.000336078,m,0.000126519,m,0.000126519
m,0.000356323,m,0.000356323,m,0.000138601,m,0.000138601
m,0.000293591,m,0.000293591,m,0.000159981,m,0.000159981
m,0.00032444,m,0.00032444,m,0.000117227,m,0.000117227
m,0.000281936,m,0.000281936,m,0.00015577,m,0.00015577
m,0.000417483,m,0.000417483,m,0.000138989,m,0.000138989
m,0.000345776,m,0.000345776,m,0.000117012,m,0.000117012
m,0.00033647,m,0.00033647,m,0.000138814,m,0.000138814
m,0.000355987,m,0.000355987,m,0.000146211,m,0.000146211
m,0.000336884,m,0.000336884,m,0.000128661,m,0.000128661
m,0.000317632,m,0.000317632,m,0.00013721,m,0.00013721
m,0.000281146,m,0.000281146,m,0.000131902,m,0.000131902
m,0.000398287,m,0.000398287,m,0.000153004,m,0.000153004
m,0.000352589,m,0.000352589,m,0.000150487,m,0.000150487
m,0.000386959,m,0.000386959,m,0.000177988,m,0.000177988
m,0.000340841,m,0.000340841,m,0.000131325,m,0.000131325
m,0.000319622,m,0.000319622,m,0.000119468,m,0.000119468
m,0.000337731,m,0.000337731,m,0.000163413,m,0.000163413
m,0.000354109,m,0.000354109,m,0.000126434,m,0.000126434
m,0.000259559,m,0.000259559,m,0.00014622,m,0.00014622
m,0.000269229,m,0.000269229,m,0.000126892,m,0.000126892
m,0.00037044,m,0.00037044,m,0.000138913,m,0.000138913
m,0.000329517,m,0.000329517,m,0.000119284,m,0.000119284
m,0.000321262,m,0.000321262,m,0.000153933,m,0.000153933
m,0.000347855,m,0.000347855,m,0.000157449,m,0.000157449
m,0.0002999,m,0.0002999,m,0.000139433,m,0.000139433
m,0.000353431,m,0.000353431,m,0.000142264,m,0.000142264
m,0.000346284,m,0.000346284,m,0.000132318,m,0.000132318
m,0.000334057,m,0.000334057,m,0.000114884,m,0.000114884
m,0.000357132,m,0.000357132,m,0.000156768,m,0.000156768
m,0.000342648,m,0.000342648,m,0.000141183,m,0.000141183
m,0.000322077,m,0.000322077,m,0.000125436,m,0.000125436
m,0.000307174,m,0.000307174,m,0.000154836,m,0.000154836
m,0.000360735,m,0.000360735,m,0.000109957,m,0.000109957
m,0.000299723,m,0.000299723,m,0.000133613,m,0.000133613
m,0.000314904,m,0.000314904,m,0.000133643,m,0.000133643
m,0.000310824,m,0.000310824,m,0.000130548,m,0.000130548
m,0.000352988,m,0.000352988,m,0.000124586,m,0.000124586
m,0.000272622,m,0.000272622,m,0.000169148,m,0.000169148
m,0.000364119,m,0.000364119,m,0.00017813,m,0.00017813
m,0.000267964,m,0.000267964,m,0.000166751,m,0.000166751
m,0.000303324,m,0.000303324,m,0.00019746,m,0.00019746
m,0.000374912,m,0.000374912,m,0.000120942,m,0.000120942
m,0.000421469,m,0.000421469,m,0.000117519,m,0.000117519
m,0.000372629,m,0.000372629,m,0.000126448,m,0.000126448
m,0.000296892,m,0.000296892,m,0.000144336,m,0.000144336
m,0.000314868,m,0.000314868,m,0.00019182,m,0.00019182
m,0.000378712,m,0.000378712,m,0.000137923,m,0.000137923
m,0.00034841,m,0.00034841,m,0.000143367,m,0.000143367
m,0.000310621,m,0.000310621,m,0.000137017,m,0.000137017
m,0.000340924,m,0.000340924,m,0.000193858,m,0.000193858
m,0.000265052,m,0.000265052,m,0.000144485,m,0.000144485
m,0.000267025,m,0.000267025,m,0.000161277,m,0.000161277
m,0.00034549,m,0.00034549,m,0.000125099,m,0.000125099
m,0.00034074,m,0.00034074,m,0.000137037,m,0.000137037
m,0.000396406,m,0.000396406,m,0.000119001,m,0.000119001
m,0.000325789,m,0.000325789,m,0.000159151,m,0.000159151
m,0.000316919,m,0.000316919,m,0.000131518,m,0.000131518
m,0.000314328,m,0.000314328,m,0.000157539,m,0.000157539
m,0.000389586,m,0.000389586,m,0.000136212,m,0.000136212
m,0.000296815,m,0.000296815,m,0.000144439,m,0.000144439
m,0.000329126,m,0.000329126,m,0.000111275,m,0.000111275
m,0.000356637,m,0.000356637,m,0.000129996,m,0.000129996
m,0.000314441,m,0.000314441,m,0.000150156,m,0.000150156
m,0.000385449,m,0.000385449,m,0.000150036,m,0.000150036
m,0.00042953,m,0.00042953,m,0.000135267,m,0.000135267
m,0.000289093,m,0.000289093,m,0.000156617,m,0.000156617
m,0.000388571,m,0.000388571,m,0.000162364,m,0.000162364
m,0.000303729,m,0.000303729,m,0.000126199,m,0.000126199
m,0.000318735,m,0.000318735,m,0.000119163,m,0.000119163
m,0.000406006,m,0.000406006,m,0.000141282,m,0.000141282
m,0.000334182,m,0.000334182,m,0.000141715,m,0.000141715
m,0.000342688,m,0.000342688,m,0.000136856,m,0.000136856
m,0.000317817,m,0.000317817,m,0.000160707,m,0.000160707
m,0.000394672,m,0.000394672,m,0.000127198,m,0.000127198
m,0.00027907,m,0.00027907,m,0.000161971,m,0.000161971
m,0.000413197,m,0.000413197,m,0.000152617,m,0.000152617
m,0.000336593,m,0.000336593,m,0.000132654,m,0.000132654
m,0.000333277,m,0.000333277,m,0.000143376,m,0.000143376
m,0.000319271,m,0.000319271,m,7.57301E-05,m,7.57301E-05
m,0.000385168,m,0.000385168,m,0.000151848,m,0.000151848
m,0.000349166,m,0.000349166,m,0.000159432,m,0.000159432
m,0.00031824,m,0.00031824,m,0.000160719,m,0.000160719
m,0.000329055,m,0.000329055,m,0.000119212,m,0.000119212
m,0.000276504,m,0.000276504,m,0.000169995,m,0.000169995
m,0.000352345,m,0.000352345,m,0.000149674,m,0.000149674
m,0.000318407,m,0.000318407,m,0.000131067,m,0.000131067
m,0.00034408,m,0.00034408,m,0.000132976,m,0.000132976
m,0.000415729,m,0.000415729,m,0.000175466,m,0.000175466
m,0.000344891,m,0.000344891,m,0.000165837,m,0.000165837
m,0.000349579,m,0.000349579,m,0.000122312,m,0.000122312
m,0.000364073,m,0.000364073,m,0.000125426,m,0.000125426
m,0.00038069,m,0.00038069,m,0.000163334,m,0.000163334
m,0.000368313,m,0.000368313,m,0.000145862,m,0.000145862
m,0.000328559,m,0.000328559,m,9.92744E-05,m,9.92744E-05
m,0.000384932,m,0.000384932,m,0.000116148,m,0.000116148
m,0.000311883,m,0.000311883,m,0.000134646,m,0.000134646
m,0.000307892,m,0.000307892,m,0.000137408,m,0.000137408
m,0.000311227,m,0.000311227,m,0.000152295,m,0.000152295
m,0.000344809,m,0.000344809,m,0.000116988,m,0.000116988
m,0.000383082,m,0.000383082,m,0.000126883,m,0.000126883
m,0.000348217,m,0.000348217,m,0.00011499,m,0.00011499
m,0.000311484,m,0.000311484,m,0.000140468,m,0.000140468
m,0.000250866,m,0.000250866,m,0.000102069,m,0.000102069
m,0.000377595,m,0.000377595,m,0.000135042,m,0.000135042
m,0.000325528,m,0.000325528,m,0.000150049,m,0.000150049
m,0.000294052,m,0.000294052,m,0.000173156,m,0.000173156
m,0.000381392,m,0.000381392,m,0.000161298,m,0.000161298
m,0.000326067,m,0.000326067,m,0.000145559,m,0.000145559
m,0.000354107,m,0.000354107,m,0.00015641,m,0.00015641
m,0.000329901,m,0.000329901,m,0.000122176,m,0.000122176
m,0.000325493,m,0.000325493,m,0.000137746,m,0.000137746
m,0.000353476,m,0.000353476,m,0.000124712,m,0.000124712
m,0.000249193,m,0.000249193,m,0.000168638,m,0.000168638
m,0.000366083,m,0.000366083,m,0.000143928,m,0.000143928
m,0.000273043,m,0.000273043,m,0.000142111,m,0.000142111
m,0.00037534,m,0.00037534,m,0.000127375,m,0.000127375
m,0.000345242,m,0.000345242,m,0.000138539,m,0.000138539
m,0.000337924,m,0.000337924,m,0.000101684,m,0.000101684
m,0.000361278,m,0.000361278,m,0.000112912,m,0.000112912
m,0.000326867,m,0.000326867,m,0.000171155,m,0.000171155
m,0.000334237,m,0.000334237,m,0.000147731,m,0.000147731
m,0.000369723,m,0.000369723,m,0.000135647,m,0.000135647
m,0.000387212,m,0.000387212,m,0.000109769,m,0.000109769
m,0.000312221,m,0.000312221,m,0.000142677,m,0.000142677
m,0.00031494,m,0.00031494,m,0.000173637,m,0.000173637
m,0.000331959,m,0.000331959,m,0.000118032,m,0.000118032
m,0.000384794,m,0.000384794,m,0.000116164,m,0.000116164
m,0.000340566,m,0.000340566,m,0.000136076,m,0.000136076
m,0.00029207,m,0.00029207,m,0.000138064,m,0.000138064
m,0.000291004,m,0.000291004,m,0.000150044,m,0.000150044
m,0.000353326,m,0.000353326,m,0.000152354,m,0.000152354
m,0.000365736,m,0.000365736,m,0.000133111,m,0.000133111
m,0.000355792,m,0.000355792,m,0.000178924,m,0.000178924
m,0.000382207,m,0.000382207,m,0.000135225,m,0.000135225
m,0.000377964,m,0.000377964,m,0.000147929,m,0.000147929
m,0.000340505,m,0.000340505,m,0.000127504,m,0.000127504
m,0.000362172,m,0.000362172,m,0.000172278,m,0.000172278
m,0.000346107,m,0.000346107,m,0.000144135,m,0.000144135
m,0.000272203,m,0.000272203,m,0.000147696,m,0.000147696
m,0.000370479,m,0.000370479,m,9.34994E-05,m,9.34994E-05
m,0.000289621,m,0.000289621,m,0.000136853,m,0.000136853
m,0.000398944,m,0.000398944,m,0.000123121,m,0.000123121
m,0.00028223,m,0.00028223,m,0.0001524,m,0.0001524
m,0.000330862,m,0.000330862,m,0.000127915,m,0.000127915
m,0.000362822,m,0.000362822,m,0.000115279,m,0.000115279
m,0.000371942,m,0.000371942,m,0.000129336,m,0.000129336
m,0.000318979,m,0.000318979,m,0.000147469,m,0.000147469
m,0.000333321,m,0.000333321,m,0.000155765,m,0.000155765
m,0.000344109,m,0.000344109,m,0.000141435,m,0.000141435
m,0.000270326,m,0.000270326,m,0.000165838,m,0.000165838
m,0.000275663,m,0.000275663,m,0.000146295,m,0.000146295
m,0.00030057,m,0.00030057,m,0.000142909,m,0.000142909
m,0.000361808,m,0.000361808,m,0.000131518,m,0.000131518
m,0.000338576,m,0.000338576,m,0.000142976,m,0.000142976
m,0.000249708,m,0.000249708,m,0.000149173,m,0.000149173
m,0.000340972,m,0.000340972,m,0.000142041,m,0.000142041
m,0.000304998,m,0.000304998,m,0.000179507,m,0.000179507
m,0.000308783,m,0.000308783,m,0.000141344,m,0.000141344
m,0.000322369,m,0.000322369,m,0.000124391,m,0.000124391
m,0.000307633,m,0.000307633,m,0.000135999,m,0.000135999
m,0.00028664,m,0.00028664,m,0.000103532,m,0.000103532
m,0.000342401,m,0.000342401,m,0.000166849,m,0.000166849
m,0.000389285,m,0.000389285,m,0.000141985,m,0.000141985
m,0.000349131,m,0.000349131,m,0.000194087,m,0.000194087
m,0.000281788,m,0.000281788,m,0.000127435,m,0.000127435
m,0.00040316,m,0.00040316,m,0.000152203,m,0.000152203
m,0.000357358,m,0.000357358,m,0.000140377,m,0.000140377
m,0.000396012,m,0.000396012,m,0.000113891,m,0.000113891
m,0.000349295,m,0.000349295,m,0.000147817,m,0.000147817
m,0.000345951,m,0.000345951,m,0.000129781,m,0.000129781
m,0.000308405,m,0.000308405,m,0.000145835,m,0.000145835
m,0.000389413,m,0.000389413,m,0.000161692,m,0.000161692
m,0.000262766,m,0.000262766,m,0.000126255,m,0.000126255
m,0.000318861,m,0.000318861,m,0.000138739,m,0.000138739
m,0.000369544,m,0.000369544,m,0.000125468,m,0.000125468
m,0.000368903,m,0.000368903,m,0.000129586,m,0.000129586
m,0.000318895,m,0.000318895,m,0.000158728,m,0.000158728
m,0.000329655,m,0.000329655,m,0.000144987,m,0.000144987
m,0.000335247,m,0.000335247,m,0.000145318,m,0.000145318
m,0.000384327,m,0.000384327,m,0.000164014,m,0.000164014
m,0.000275829,m,0.000275829,m,0.000174538,m,0.000174538
m,0.000285995,m,0.000285995,m,0.000125795,m,0.000125795
m,0.000354325,m,0.000354325,m,0.000126294,m,0.000126294
m,0.000364213,m,0.000364213,m,9.15553E-05,m,9.15553E-05
m,0.000319683,m,0.000319683,m,0.000138198,m,0.000138198
m,0.000352493,m,0.000352493,m,0.000161093,m,0.000161093
m,0.00029552,m,0.00029552,m,0.000122179,m,0.000122179
m,0.000314735,m,0.000314735,m,0.000141965,m,0.000141965
m,0.000315073,m,0.000315073,m,0.000153628,m,0.000153628
m,0.000278851,m,0.000278851,m,0.000124186,m,0.000124186
m,0.000318289,m,0.000318289,m,0.000117875,m,0.000117875
m,0.000346213,m,0.000346213,m,0.000125778,m,0.000125778
m,0.000395135,m,0.000395135,m,0.000123761,m,0.000123761
m,0.000335349,m,0.000335349,m,0.000140653,m,0.000140653
m,0.000315395,m,0.000315395,m,0.000123869,m,0.000123869
m,0.000289247,m,0.000289247,m,0.000112149,m,0.000112149
m,0.00036459,m,0.00036459,m,0.000158419,m,0.000158419
m,0.000311024,m,0.000311024,m,0.000151423,m,0.000151423
m,0.000284413,m,0.000284413,m,0.000130729,m,0.000130729
m,0.000332983,m,0.000332983,m,0.000105587,m,0.000105587
m,0.00030736,m,0.00030736,m,0.00015081,m,0.00015081
m,0.000357021,m,0.000357021,m,0.000172211,m,0.000172211
m,0.000322267,m,0.000322267,m,0.000150829,m,0.000150829
m,0.000284545,m,0.000284545,m,0.000170085,m,0.000170085
m,0.000364451,m,0.000364451,m,0.00014051,m,0.00014051
m,0.000244954,m,0.000244954,m,0.000158216,m,0.000158216
m,0.000327665,m,0.000327665,m,0.000109191,m,0.000109191
m,0.000345292,m,0.000345292,m,0.000136424,m,0.000136424
m,0.000293489,m,0.000293489,m,0.000127509,m,0.000127509
m,0.000309996,m,0.000309996,m,0.000158083,m,0.000158083
m,0.000325234,m,0.000325234,m,0.000130946,m,0.000130946
m,0.000331822,m,0.000331822,m,0.000155041,m,0.000155041
m,0.000303166,m,0.000303166,m,0.000136086,m,0.000136086
m,0.000299369,m,0.000299369,m,0.000189986,m,0.000189986
m,0.000366123,m,0.000366123,m,0.000142183,m,0.000142183
m,0.000276178,m,0.000276178,m,0.000151663,m,0.000151663
m,0.000340403,m,0.000340403,m,0.000124807,m,0.000124807
m,0.000302709,m,0.000302709,m,0.000138112,m,0.000138112
m,0.000269152,m,0.000269152,m,0.000132791,m,0.000132791
m,0.000411315,m,0.000411315,m,0.000146998,m,0.000146998
m,0.000289786,m,0.000289786,m,0.000162733,m,0.000162733
m,0.000432666,m,0.000432666,m,0.000131895,m,0.000131895
m,0.000324239,m,0.000324239,m,0.000142976,m,0.000142976
m,0.000283525,m,0.000283525,m,0.000161156,m,0.000161156
m,0.000363333,m,0.000363333,m,0.000139714,m,0.000139714
m,0.000391205,m,0.000391205,m,0.000154894,m,0.000154894
m,0.000365236,m,0.000365236,m,0.000115676,m,0.000115676
m,0.000292428,m,0.000292428,m,0.000160214,m,0.000160214
m,0.000321615,m,0.000321615,m,0.000130456,m,0.000130456
m,0.000303636,m,0.000303636,m,0.00013996,m,0.00013996
m,0.00036184,m,0.00036184,m,0.000124218,m,0.000124218
m,0.00038849,m,0.00038849,m,0.000162166,m,0.000162166
m,0.000322293,m,0.000322293,m,0.000123068,m,0.000123068
m,0.000296223,m,0.000296223,m,0.000171398,m,0.000171398
m,0.000340119,m,0.000340119,m,0.000143429,m,0.000143429
m,0.000325326,m,0.000325326,m,0.00013097,m,0.00013097
m,0.000292596,m,0.000292596,m,0.000156485,m,0.000156485
m,0.000360963,m,0.000360963,m,0.000145978,m,0.000145978
m,0.000259594,m,0.000259594,m,0.000120159,m,0.000120159
m,0.00032953,m,0.00032953,m,0.00012448,m,0.00012448
m,0.000356896,m,0.000356896,m,0.000136812,m,0.000136812
m,0.000289203,m,0.000289203,m,0.000122747,m,0.000122747
m,0.00029006,m,0.00029006,m,0.000116741,m,0.000116741
m,0.000319055,m,0.000319055,m,0.000163357,m,0.000163357
m,0.000290397,m,0.000290397,m,0.000134064,m,0.000134064
m,0.00027561,m,0.00027561,m,0.000152972,m,0.000152972
m,0.000337554,m,0.000337554,m,0.000132004,m,0.000132004
m,0.000298269,m,0.000298269,m,0.000152485,m,0.000152485
m,0.00031473,m,0.00031473,m,0.000133595,m,0.000133595
m,0.000337411,m,0.000337411,m,0.000112623,m,0.000112623
m,0.00037648,m,0.00037648,m,0.000123309,m,0.000123309
m,0.000365011,m,0.000365011,m,0.000152801,m,0.000152801
m,0.000299056,m,0.000299056,m,0.000133895,m,0.000133895
m,0.000357951,m,0.000357951,m,0.000140976,m,0.000140976
m,0.000332773,m,0.000332773,m,0.000144151,m,0.000144151
m,0.000322029,m,0.000322029,m,0.000130437,m,0.000130437
m,0.000379136,m,0.000379136,m,0.000143902,m,0.000143902
m,0.000256524,m,0.000256524,m,0.000121839,m,0.000121839
m,0.000341061,m,0.000341061,m,0.000145434,m,0.000145434
m,0.000370862,m,0.000370862,m,0.00011648,m,0.00011648
m,0.000425295,m,0.000425295,m,0.000113687,m,0.000113687
m,0.000330203,m,0.000330203,m,0.00012964,m,0.00012964
m,0.000311155,m,0.000311155,m,0.000128319,m,0.000128319
m,0.000377793,m,0.000377793,m,0.000155644,m,0.000155644
m,0.000321836,m,0.000321836,m,0.000167982,m,0.000167982
m,0.000364967,m,0.000364967,m,0.000169342,m,0.000169342
m,0.000280369,m,0.000280369,m,0.000126029,m,0.000126029
m,0.000407061,m,0.000407061,m,0.000154484,m,0.000154484
m,0.000328693,m,0.000328693,m,0.000147906,m,0.000147906
m,0.000410021,m,0.000410021,m,0.000140938,m,0.000140938
m,0.000343171,m,0.000343171,m,0.000156258,m,0.000156258
m,0.00030795,m,0.00030795,m,0.000140166,m,0.000140166
m,0.000315339,m,0.000315339,m,0.000162427,m,0.000162427
m,0.000329946,m,0.000329946,m,0.000122949,m,0.000122949
m,0.000278606,m,0.000278606,m,0.000149808,m,0.000149808
m,0.000340866,m,0.000340866,m,0.000120483,m,0.000120483
m,0.000282516,m,0.000282516,m,0.000121041,m,0.000121041
m,0.000329683,m,0.000329683,m,0.000168308,m,0.000168308
m,0.000369723,m,0.000369723,m,0.00012804,m,0.00012804
m,0.000269771,m,0.000269771,m,0.000139242,m,0.000139242
m,0.00031072,m,0.00031072,m,0.00015957,m,0.00015957
m,0.000337455,m,0.000337455,m,0.000156936,m,0.000156936
m,0.000360777,m,0.000360777,m,0.000125007,m,0.000125007
m,0.000275808,m,0.000275808,m,0.000161096,m,0.000161096
m,0.000321419,m,0.000321419,m,0.000173387,m,0.000173387
m,0.000316501,m,0.000316501,m,0.000124855,m,0.000124855
m,0.00033703,m,0.00033703,m,0.000147517,m,0.000147517
m,0.000302988,m,0.000302988,m,0.000177868,m,0.000177868
m,0.000346368,m,0.000346368,m,0.000158575,m,0.000158575
m,0.000337743,m,0.000337743,m,0.000150293,m,0.000150293
m,0.000373511,m,0.000373511,m,0.000126876,m,0.000126876
m,0.000319582,m,0.000319582,m,0.000132511,m,0.000132511
m,0.000372847,m,0.000372847,m,0.000154077,m,0.000154077
m,0.000314658,m,0.000314658,m,0.000134964,m,0.000134964
m,0.000352609,m,0.000352609,m,0.000161816,m,0.000161816
m,0.00034608,m,0.00034608,m,0.000145138,m,0.000145138
m,0.000389338,m,0.000389338,m,0.000135488,m,0.000135488
m,0.000304965,m,0.000304965,m,0.000103816,m,0.000103816
m,0.000365545,m,0.000365545,m,0.00014285,m,0.00014285
m,0.000325883,m,0.000325883,m,0.000138542,m,0.000138542
m,0.000340945,m,0.000340945,m,0.000135576,m,0.000135576
m,0.000386187,m,0.000386187,m,0.000100262,m,0.000100262
m,0.000346073,m,0.000346073,m,0.000163867,m,0.000163867
m,0.000344788,m,0.000344788,m,0.00013052,m,0.00013052
m,0.000324084,m,0.000324084,m,0.000154766,m,0.000154766
m,0.000351084,m,0.000351084,m,0.000139492,m,0.000139492
m,0.000270455,m,0.000270455,m,0.000143924,m,0.000143924
m,0.00039923,m,0.00039923,m,0.00013986,m,0.00013986
