unstudied,tone,rhythm,both
-3.10E-06,0.000768294,6.65E-05,0.000918021
-3.67E-07,0.000778273,5.78E-05,0.000930368
-4.18E-07,0.000849383,7.66E-05,0.00073588
-8.32E-07,0.000930981,6.89E-05,0.000807303
3.00E-07,0.000888059,6.66E-05,0.000843422
1.60E-07,0.000892013,7.69E-05,0.001003644
-1.45E-06,0.000775001,5.55E-05,0.000863234
-2.23E-07,0.000914929,6.06E-05,0.000864465
2.69E-06,0.000710093,7.35E-05,0.000878812
3.18E-07,0.00077391,5.98E-05,0.0007917
1.04E-06,0.000810726,6.01E-05,0.000947214
9.62E-07,0.000835441,6.14E-05,0.001181253
-1.20E-06,0.000768609,6.72E-05,0.000715377
1.42E-06,0.000779911,5.53E-05,0.000897195
-5.19E-07,0.000773378,5.52E-05,0.000795906
-2.13E-06,0.000892913,6.00E-05,0.001041443
-8.85E-07,0.000872195,6.22E-05,0.000899296
2.58E-07,0.000815686,6.00E-05,0.000873956
-5.03E-07,0.000806046,5.89E-05,0.000985277
-3.02E-07,0.000878348,6.08E-05,0.000841145
-4.00E-07,0.000817614,5.52E-05,0.000797705
4.31E-07,0.000760112,6.38E-05,0.00080001
1.14E-06,0.000820864,6.64E-05,0.00084985
2.24E-07,0.000715237,6.86E-05,0.000769508
3.94E-07,0.000873268,5.03E-05,0.0007295
9.87E-07,0.000805112,5.71E-05,0.000896906
7.77E-07,0.000823937,7.46E-05,0.000866372
-6.05E-07,0.000763415,5.72E-05,0.000876686
-1.28E-06,0.000774808,6.32E-05,0.000789332
1.31E-06,0.00075089,6.53E-05,0.000742411
1.49E-06,0.000836436,5.63E-05,0.000924506
-6.12E-07,0.000803567,6.80E-05,0.000891103
1.26E-06,0.000810461,5.69E-05,0.000948234
2.86E-06,0.00080486,6.80E-05,0.000802876
-4.35E-07,0.000777766,6.00E-05,0.000778129
-3.79E-06,0.000833224,5.40E-05,0.00079585
7.31E-07,0.000785833,6.44E-05,0.000857835
1.80E-07,0.000771513,6.32E-05,0.000884128
-8.43E-07,0.000816542,5.72E-05,0.000803578
-2.07E-06,0.000728836,6.07E-05,0.000861107
-5.07E-08,0.000755904,6.85E-05,0.000894944
-1.24E-06,0.000830562,6.24E-05,0.000863533
6.02E-07,0.000829952,5.08E-05,0.000840021
2.71E-06,0.000724572,6.43E-05,0.000931896
3.13E-07,0.000743941,5.27E-05,0.000889939
5.50E-08,0.000687117,5.41E-05,0.000933654
-2.09E-06,0.000936716,7.94E-05,0.00092148
-7.40E-07,0.000846981,6.53E-05,0.000893315
4.47E-07,0.00081166,6.98E-05,0.000801022
1.04E-06,0.000819223,6.31E-05,0.000886609
-8.57E-07,0.000860371,5.50E-05,0.000891752
-1.85E-07,0.000773565,7.27E-05,0.00080021
1.36E-06,0.000765824,6.35E-05,0.000848806
-4.72E-07,0.000824529,6.42E-05,0.000895191
4.15E-07,0.000730091,5.28E-05,0.000921666
2.90E-06,0.000725086,6.96E-05,0.000861791
2.82E-06,0.000905412,6.02E-05,0.000877285
-2.64E-07,0.000796924,6.28E-05,0.000932471
2.97E-07,0.000910044,5.38E-05,0.000725185
-1.21E-06,0.000788896,6.23E-05,0.000952662
1.19E-06,0.000763501,6.55E-05,0.000920438
-3.49E-07,0.000858536,6.89E-05,0.000954736
1.26E-06,0.000816764,6.14E-05,0.000959787
5.63E-07,0.000821282,6.28E-05,0.000728667
-3.65E-07,0.000773468,5.23E-05,0.000874833
-1.02E-06,0.000790543,6.08E-05,0.000931204
-3.79E-07,0.000806064,7.06E-05,0.000828858
-5.92E-07,0.000804922,5.90E-05,0.000830666
8.76E-07,0.000782576,7.80E-05,0.000902175
2.01E-07,0.000840672,6.70E-05,0.000915259
-2.06E-08,0.000789137,5.67E-05,0.000938334
-1.07E-06,0.000817194,7.40E-05,0.000953164
-2.19E-06,0.00073355,5.71E-05,0.000855679
-5.28E-07,0.00086559,6.07E-05,0.000934682
-9.14E-07,0.000735666,6.21E-05,0.000811136
-9.97E-07,0.000915592,5.97E-05,0.001045841
-2.33E-06,0.000810888,7.39E-05,0.000859339
9.24E-07,0.000765614,6.57E-05,0.000947961
-2.07E-06,0.000932397,5.87E-05,0.000930164
-8.08E-07,0.000992436,5.67E-05,0.000721372
1.76E-06,0.000659265,5.54E-05,0.000846689
-7.29E-07,0.000764679,7.13E-05,0.000811538
4.81E-07,0.000842401,6.20E-05,0.000673135
-6.37E-08,0.000848888,6.94E-05,0.00101581
-1.79E-06,0.000785626,5.90E-05,0.0009063
1.93E-07,0.00082795,6.12E-05,0.000886186
1.39E-06,0.000812596,5.73E-05,0.000840403
8.02E-07,0.000778587,5.15E-05,0.000830842
-6.73E-07,0.000827709,6.20E-05,0.000831041
8.28E-07,0.000897535,6.91E-05,0.000903393
4.92E-07,0.000871538,5.99E-05,0.000806211
2.73E-07,0.00066627,6.59E-05,0.0008163
1.17E-06,0.000824227,4.66E-05,0.000942122
-1.31E-06,0.00085409,5.83E-05,0.000782432
1.53E-06,0.00079402,6.61E-05,0.000777441
5.68E-07,0.000918176,5.55E-05,0.000873417
7.49E-07,0.000910236,6.30E-05,0.000827029
3.29E-08,0.000829584,6.75E-05,0.000918418
-1.51E-06,0.000842835,6.57E-05,0.000992099
-2.76E-06,0.000826771,6.25E-05,0.000927216
-2.38E-07,0.000769564,8.18E-05,0.000874807
9.25E-07,0.000853225,6.43E-05,0.000855007
-6.78E-07,0.000805041,4.66E-05,0.0008021
1.68E-06,0.000731809,7.36E-05,0.000874636
2.49E-06,0.000875517,6.68E-05,0.000864573
1.11E-06,0.000716717,7.27E-05,0.000788798
-4.99E-07,0.000806552,7.47E-05,0.000879813
-4.07E-07,0.000903217,5.18E-05,0.000939207
-1.42E-07,0.0007944,6.30E-05,0.000849358
-1.53E-06,0.000803019,6.95E-05,0.000829134
2.09E-07,0.000826023,7.87E-05,0.001027809
-7.22E-07,0.0007168,6.53E-05,0.000952647
-1.71E-06,0.000844045,5.92E-05,0.000857526
-5.41E-07,0.000821169,6.11E-05,0.00076901
3.24E-06,0.000846952,5.28E-05,0.000949969
1.17E-06,0.00070835,5.66E-05,0.000976384
2.21E-06,0.000758279,5.68E-05,0.00094043
-5.40E-07,0.000809146,5.63E-05,0.000876618
2.19E-07,0.000777103,5.94E-05,0.00088368
1.27E-06,0.000765057,6.09E-05,0.000957449
-2.10E-06,0.000971734,7.52E-05,0.000959642
2.57E-07,0.000879351,7.61E-05,0.000807926
-2.56E-06,0.000927181,6.18E-05,0.000837958
5.01E-07,0.00075846,5.48E-05,0.000834739
-5.47E-07,0.000811009,7.61E-05,0.000832463
5.02E-07,0.000725066,7.26E-05,0.000831743
-2.68E-06,0.000769617,5.61E-05,0.00085932
-5.12E-07,0.000773601,6.84E-05,0.000880092
1.48E-06,0.000814634,4.80E-05,0.000914895
4.32E-06,0.000683462,7.99E-05,0.000754297
-1.79E-06,0.00077593,5.88E-05,0.000864207
3.49E-08,0.000836206,5.54E-05,0.000987187
5.66E-07,0.000697385,4.57E-05,0.000942216
-3.63E-07,0.000847752,6.47E-05,0.000901756
8.86E-07,0.000802007,5.34E-05,0.000889108
-8.13E-07,0.000898463,4.87E-05,0.001016894
1.37E-06,0.00077775,6.18E-05,0.00083587
-5.07E-07,0.000859548,5.59E-05,0.000961345
-1.17E-07,0.000828843,6.74E-05,0.000814177
3.15E-07,0.000819813,4.66E-05,0.000727265
3.86E-07,0.000783103,4.75E-05,0.000807126
-1.81E-06,0.000841621,6.24E-05,0.000971125
9.14E-07,0.000878322,5.46E-05,0.000858944
-5.72E-07,0.000700509,6.50E-05,0.000892148
2.24E-06,0.000694361,6.32E-05,0.000826169
1.92E-06,0.000765314,4.95E-05,0.000769665
-5.96E-07,0.000692504,5.94E-05,0.000751635
1.08E-06,0.000710154,6.80E-05,0.000965792
3.93E-07,0.000751819,5.38E-05,0.000827933
-6.69E-07,0.000767722,4.81E-05,0.000926032
-7.39E-07,0.000778744,7.86E-05,0.00091319
-3.58E-07,0.00080457,6.34E-05,0.00079937
5.04E-06,0.000799339,6.31E-05,0.000771129
-1.05E-06,0.00071592,4.78E-05,0.000744314
1.08E-07,0.000836237,6.17E-05,0.00086442
-2.10E-06,0.000873116,6.73E-05,0.000875042
4.31E-08,0.000801057,6.42E-05,0.00085816
-1.00E-06,0.000925393,6.61E-05,0.000860506
-8.59E-07,0.000920642,7.87E-05,0.00098962
-1.39E-06,0.000855812,5.65E-05,0.000783369
-1.04E-06,0.000734171,5.57E-05,0.000842686
-7.33E-07,0.000822217,5.77E-05,0.000871681
1.92E-06,0.000748877,7.30E-05,0.000853385
5.31E-07,0.000740756,7.77E-05,0.00082721
-1.94E-07,0.000790271,6.27E-05,0.000881439
-2.97E-07,0.000925133,6.05E-05,0.000811016
2.32E-07,0.000766177,5.66E-05,0.000946721
-5.03E-07,0.000765197,7.79E-05,0.000999165
1.09E-06,0.000838431,7.11E-05,0.000818546
-1.45E-06,0.000713946,5.89E-05,0.000875101
-6.48E-07,0.000793564,5.88E-05,0.000725524
4.05E-07,0.00081098,7.45E-05,0.000877591
-8.71E-07,0.000822272,8.20E-05,0.00087318
-3.55E-07,0.000813722,6.93E-05,0.000911163
-2.64E-07,0.000806479,6.69E-05,0.001029334
-1.35E-06,0.000776769,7.16E-05,0.000902173
2.59E-07,0.000752485,5.71E-05,0.000772703
-1.78E-07,0.000800376,6.44E-05,0.000886411
1.96E-06,0.000854805,7.77E-05,0.000861589
2.60E-07,0.000876909,6.51E-05,0.000799555
8.04E-07,0.000811367,5.76E-05,0.000813736
4.07E-06,0.000887698,6.40E-05,0.000828846
1.28E-06,0.000694922,5.66E-05,0.000861923
-1.26E-06,0.000786579,6.84E-05,0.000879619
-6.02E-07,0.00082078,7.73E-05,0.000838063
1.78E-06,0.000838799,6.14E-05,0.000918912
-2.30E-07,0.000724075,6.86E-05,0.000818738
1.00E-06,0.000869653,6.07E-05,0.000780408
3.66E-07,0.000867979,6.88E-05,0.00085018
1.08E-06,0.000887202,6.05E-05,0.000800793
-1.57E-06,0.000759532,7.79E-05,0.000981494
-6.27E-07,0.000817368,6.89E-05,0.000948523
7.86E-07,0.000771738,5.65E-05,0.000782614
4.56E-07,0.00074582,7.02E-05,0.000805781
1.67E-06,0.000700583,5.91E-05,0.000794097
1.77E-06,0.00072716,5.88E-05,0.000865918
-7.15E-07,0.00080339,7.28E-05,0.000739197
7.00E-07,0.000738474,5.52E-05,0.000961511
8.66E-07,0.000818296,6.45E-05,0.00083188
1.20E-06,0.000828914,4.88E-05,0.000869275
8.92E-07,0.000765556,6.21E-05,0.000812476
7.84E-07,0.000811358,6.76E-05,0.000815373
-9.07E-07,0.000876111,7.14E-05,0.000891955
-1.09E-06,0.000876529,6.16E-05,0.000810174
-1.76E-06,0.00085147,6.37E-05,0.000838643
-8.25E-08,0.000694948,5.80E-05,0.000783934
1.31E-06,0.000820394,6.08E-05,0.000887588
4.79E-07,0.00082645,9.19E-05,0.000871603
2.32E-07,0.00070345,7.37E-05,0.000848572
3.09E-06,0.000955764,4.92E-05,0.00086548
-1.21E-06,0.000815997,6.55E-05,0.000866991
-1.34E-06,0.000842483,6.61E-05,0.000906912
6.62E-07,0.000698464,7.89E-05,0.000865452
4.59E-07,0.000820501,5.52E-05,0.000786321
3.30E-07,0.000827772,6.59E-05,0.000873948
2.88E-06,0.000812461,6.00E-05,0.000826306
-5.65E-07,0.000864698,7.54E-05,0.000790821
-2.72E-06,0.00093927,5.46E-05,0.000865991
6.07E-07,0.000832715,5.54E-05,0.000827201
-1.99E-06,0.000875122,5.40E-05,0.000879761
-4.84E-07,0.000911969,6.11E-05,0.000917011
-1.76E-07,0.000739218,6.21E-05,0.000906906
4.80E-08,0.000899425,6.65E-05,0.000923825
5.72E-07,0.000746733,7.11E-05,0.000876036
-9.88E-07,0.00077795,5.69E-05,0.000853214
2.52E-06,0.000789168,7.53E-05,0.000861
5.54E-07,0.000753658,6.20E-05,0.000892915
2.28E-06,0.000780794,6.04E-05,0.000749665
-1.12E-07,0.000876345,5.76E-05,0.000811181
-2.30E-06,0.000882577,5.86E-05,0.000851136
1.94E-06,0.00075375,5.45E-05,0.000785607
3.16E-07,0.000800544,5.21E-05,0.00086956
3.91E-07,0.000795766,6.16E-05,0.00078845
1.91E-06,0.000779255,6.53E-05,0.000695779
-1.45E-06,0.000863227,6.62E-05,0.00087353
-6.37E-07,0.000898072,4.86E-05,0.000878829
-1.16E-06,0.000772089,5.79E-05,0.001014428
-1.01E-06,0.000828461,7.49E-05,0.00087018
-1.61E-06,0.000714724,6.58E-05,0.000894393
-7.29E-07,0.000753115,7.73E-05,0.000813664
9.99E-07,0.000807494,6.07E-05,0.000887629
7.20E-07,0.000806987,6.63E-05,0.000905044
-1.69E-07,0.000806227,6.03E-05,0.000913572
6.43E-07,0.000825595,5.76E-05,0.000852102
-1.44E-06,0.000754117,6.45E-05,0.000760083
4.91E-07,0.0009277,6.61E-05,0.000787472
-3.58E-07,0.000802928,5.98E-05,0.000875384
1.96E-06,0.00072108,5.44E-05,0.00089093
-7.82E-07,0.000837155,6.37E-05,0.000857347
2.54E-07,0.000774418,7.05E-05,0.00075228
-1.55E-06,0.000800716,7.33E-05,0.000782235
3.25E-07,0.000795821,6.15E-05,0.000944123
1.40E-06,0.000800476,6.13E-05,0.000893418
1.02E-06,0.000838694,6.98E-05,0.000821093
9.92E-07,0.000801752,6.57E-05,0.000897223
-7.25E-07,0.000823354,7.87E-05,0.000843444
-7.30E-08,0.000733226,7.27E-05,0.000787474
-1.96E-07,0.000756111,5.68E-05,0.000875226
8.83E-07,0.000915832,6.60E-05,0.000915869
-7.70E-07,0.000843526,6.77E-05,0.00074479
-2.04E-06,0.000733158,6.23E-05,0.000867296
-4.83E-07,0.000852465,7.23E-05,0.00093076
4.97E-07,0.000682469,7.87E-05,0.000844344
1.21E-06,0.000810969,6.02E-05,0.000880843
-7.24E-07,0.000794426,6.55E-05,0.000859935
-5.54E-08,0.00084026,6.94E-05,0.000883898
-3.35E-07,0.000916458,4.99E-05,0.000974239
6.72E-07,0.000831587,6.49E-05,0.000841482
-2.20E-07,0.00074349,5.95E-05,0.000962205
1.37E-06,0.000774568,5.97E-05,0.001008065
-1.21E-06,0.000923174,7.07E-05,0.0009321
-3.27E-07,0.000747974,4.52E-05,0.000973203
1.00E-06,0.000717919,5.79E-05,0.000938457
-2.16E-06,0.000789931,5.47E-05,0.000888407
3.11E-06,0.000779609,6.38E-05,0.001021341
1.89E-06,0.000811346,4.80E-05,0.000783113
-2.79E-07,0.000758514,4.50E-05,0.000799608
-1.68E-06,0.000847464,6.23E-05,0.000893621
-5.74E-07,0.000689975,6.69E-05,0.000962106
5.43E-07,0.000852732,5.41E-05,0.000902095
-2.45E-06,0.000924863,6.10E-05,0.000930769
1.42E-06,0.000658781,5.83E-05,0.000831678
1.08E-06,0.000785003,6.63E-05,0.000861657
9.30E-07,0.000857458,6.95E-05,0.00087388
-1.21E-06,0.000827524,5.96E-05,0.000914548
-9.12E-07,0.000766502,6.40E-05,0.000864533
1.58E-06,0.000714932,6.10E-05,0.000897016
3.13E-08,0.000782253,5.97E-05,0.000813548
9.67E-07,0.000831461,5.75E-05,0.000922152
-3.57E-07,0.000867689,6.62E-05,0.000883898
3.60E-07,0.000799962,5.30E-05,0.000955642
-5.74E-06,0.00090091,4.93E-05,0.000771298
-2.09E-07,0.000760119,5.42E-05,0.00081208
3.42E-07,0.000793297,5.61E-05,0.000919077
-3.20E-07,0.000816027,5.62E-05,0.000801611
1.19E-06,0.000743677,6.83E-05,0.000926011
-4.02E-06,0.000657128,5.93E-05,0.000878351
4.98E-07,0.000811905,6.20E-05,0.000908542
-1.18E-06,0.000751048,6.05E-05,0.000902969
3.13E-07,0.000831443,6.40E-05,0.000885686
-8.18E-07,0.000864929,5.83E-05,0.000848456
2.59E-06,0.000839701,5.52E-05,0.000879574
2.26E-07,0.00081671,5.14E-05,0.000767783
6.08E-07,0.000826439,7.28E-05,0.000933046
-1.79E-06,0.000887928,6.70E-05,0.000826774
-1.42E-07,0.000763865,5.32E-05,0.000924119
-1.40E-06,0.000805948,7.36E-05,0.000985442
5.69E-07,0.000786833,6.88E-05,0.000877167
-1.45E-06,0.000826486,4.93E-05,0.000880258
-7.82E-07,0.000926431,7.33E-05,0.000858172
6.57E-07,0.000744766,6.42E-05,0.000907371
-1.08E-07,0.000735738,7.51E-05,0.000846701
2.05E-06,0.000764963,5.48E-05,0.000910316
3.09E-06,0.000805634,6.38E-05,0.000784426
1.30E-06,0.00083759,6.04E-05,0.000861237
1.60E-06,0.000707666,6.39E-05,0.000863994
-3.84E-07,0.000855204,7.91E-05,0.000786289
3.84E-06,0.000946285,5.95E-05,0.000963788
-2.39E-06,0.000861614,6.28E-05,0.00092257
3.86E-06,0.000786401,6.27E-05,0.000796964
-5.52E-07,0.000750592,5.64E-05,0.000963193
-1.37E-07,0.000770618,7.48E-05,0.000903038
5.42E-07,0.000769948,6.78E-05,0.000909004
4.58E-07,0.000910563,5.62E-05,0.000729387
-7.95E-07,0.000782768,6.70E-05,0.000888378
-4.91E-07,0.000813387,5.89E-05,0.00074868
-1.03E-07,0.00081266,7.04E-05,0.000815266
-1.46E-06,0.000716149,5.05E-05,0.00086533
9.20E-07,0.000697553,6.81E-05,0.000858884
-5.38E-07,0.000706078,6.11E-05,0.000835745
-9.56E-07,0.000809504,6.77E-05,0.000861258
-8.24E-08,0.00092602,5.03E-05,0.000814034
-6.11E-08,0.000754199,7.08E-05,0.000955516
-8.08E-07,0.000933382,7.22E-05,0.000882329
-4.24E-07,0.000772519,7.29E-05,0.000878624
1.93E-07,0.000859036,5.52E-05,0.000773558
-9.35E-07,0.000760187,6.14E-05,0.000863194
1.91E-06,0.00078562,5.45E-05,0.000919118
1.53E-06,0.000790028,5.97E-05,0.000769145
1.12E-06,0.000739041,7.74E-05,0.000873978
-3.66E-07,0.000790465,6.25E-05,0.000829989
-5.85E-07,0.00086115,7.40E-05,0.000846582
1.53E-06,0.000908285,5.21E-05,0.000828741
-1.09E-06,0.000956596,5.06E-05,0.000922897
-1.24E-06,0.000746327,5.82E-05,0.000927759
-1.22E-07,0.00077554,6.81E-05,0.000878591
2.02E-06,0.000955787,5.73E-05,0.000929274
-9.79E-07,0.000864257,8.00E-05,0.00093206
1.74E-06,0.000811876,5.57E-05,0.000783248
-4.56E-07,0.000627441,6.91E-05,0.000951316
1.61E-06,0.000777426,6.55E-05,0.000809435
9.21E-07,0.00077268,7.16E-05,0.000861948
-9.43E-07,0.000816966,6.60E-05,0.000799854
-7.85E-07,0.000705502,6.64E-05,0.000946426
-3.85E-07,0.000729811,6.07E-05,0.000886261
-2.41E-07,0.00075308,5.28E-05,0.000853012
1.38E-06,0.000862753,6.26E-05,0.000788829
7.56E-07,0.000886412,6.08E-05,0.000942938
9.01E-07,0.000859658,7.38E-05,0.000967204
-9.09E-07,0.000801971,6.84E-05,0.00085958
3.63E-07,0.000932886,7.08E-05,0.001000155
4.18E-07,0.000700829,6.90E-05,0.000854555
1.51E-07,0.000838712,6.10E-05,0.00103315
-4.76E-07,0.00090953,6.40E-05,0.000819963
8.45E-07,0.000657682,6.42E-05,0.00097687
1.93E-08,0.000847049,5.01E-05,0.000815185
-5.27E-07,0.000752746,6.52E-05,0.00080804
3.26E-06,0.000750631,5.80E-05,0.0008625
-3.13E-06,0.000822806,4.93E-05,0.00075835
1.13E-06,0.000737176,6.35E-05,0.000755848
3.84E-07,0.000743063,5.75E-05,0.000884215
-1.43E-07,0.000878219,5.78E-05,0.000768069
-6.90E-07,0.000856683,5.74E-05,0.000984326
1.58E-06,0.00081017,5.64E-05,0.00097683
1.16E-06,0.000764323,5.58E-05,0.001046913
3.15E-07,0.000871172,6.43E-05,0.000849635
2.55E-07,0.000832266,5.62E-05,0.000840477
-8.94E-07,0.000751989,6.08E-05,0.000882591
-6.85E-07,0.000861185,7.23E-05,0.000833905
-1.79E-06,0.000758212,6.48E-05,0.000948978
7.22E-07,0.000893776,4.88E-05,0.00089869
5.03E-07,0.000839808,7.49E-05,0.000796123
1.47E-06,0.000828233,4.22E-05,0.000913468
5.09E-07,0.00073585,6.47E-05,0.000876234
4.54E-07,0.000764349,5.43E-05,0.000832867
-7.08E-07,0.000620673,6.10E-05,0.000949248
4.17E-07,0.000733329,6.04E-05,0.000766126
-1.52E-06,0.000901522,4.91E-05,0.000884301
3.68E-06,0.000748863,5.58E-05,0.000814454
-1.70E-06,0.000702568,7.30E-05,0.000861599
4.29E-07,0.000779266,7.23E-05,0.000863099
3.46E-07,0.000758421,9.06E-05,0.000772817
8.50E-07,0.000904602,7.35E-05,0.000834477
-1.96E-06,0.000748325,6.04E-05,0.000804083
1.85E-08,0.000826236,6.92E-05,0.000939008
-1.13E-06,0.000939479,5.07E-05,0.000841137
-1.35E-06,0.000781671,7.33E-05,0.000830778
5.61E-08,0.000915979,4.41E-05,0.00078275
1.13E-06,0.000771135,6.41E-05,0.000918076
5.26E-07,0.000785538,5.28E-05,0.000907766
1.47E-06,0.000675988,5.61E-05,0.000755411
8.52E-07,0.000832159,6.32E-05,0.000852623
2.29E-07,0.000891197,5.49E-05,0.000877346
1.66E-06,0.00075484,6.56E-05,0.000946749
1.92E-07,0.00078889,5.66E-05,0.000858545
1.41E-07,0.000811281,4.73E-05,0.000958644
6.06E-07,0.000754745,6.58E-05,0.000946105
-4.54E-07,0.000765388,5.82E-05,0.000676059
3.11E-07,0.000822334,7.45E-05,0.000930034
-2.16E-06,0.000718595,5.40E-05,0.000845231
-3.25E-08,0.000928082,5.62E-05,0.000897975
8.16E-07,0.000888525,6.45E-05,0.000945638
-1.89E-07,0.000801792,5.71E-05,0.00086668
9.30E-07,0.000775719,7.25E-05,0.000821955
3.24E-07,0.000898068,6.76E-05,0.000981761
6.61E-07,0.000923052,6.08E-05,0.000964342
1.32E-06,0.000647807,6.16E-05,0.000949359
-3.84E-07,0.000795312,7.93E-05,0.000982739
-1.79E-06,0.000786633,5.79E-05,0.000724979
-7.33E-07,0.000919178,7.77E-05,0.000855679
-4.50E-07,0.000815056,7.11E-05,0.000867424
-2.78E-06,0.000681561,7.57E-05,0.000858079
-1.47E-07,0.000715258,5.64E-05,0.000755063
3.56E-07,0.000821888,7.40E-05,0.000898696
-4.67E-07,0.000938844,5.13E-05,0.000879156
-1.24E-06,0.000771866,7.51E-05,0.000794699
2.91E-08,0.000898229,6.92E-05,0.000804922
-9.73E-07,0.000783554,6.27E-05,0.000791656
1.70E-06,0.000821769,6.96E-05,0.000911756
1.26E-06,0.000869473,4.72E-05,0.000896268
1.03E-06,0.000855135,6.34E-05,0.000860078
4.82E-07,0.000836877,6.48E-05,0.00080256
1.27E-06,0.000831801,4.87E-05,0.000816319
2.55E-06,0.000922788,6.98E-05,0.001087887
-1.77E-06,0.000773299,6.95E-05,0.000839367
-6.99E-07,0.000962733,6.12E-05,0.000782151
-5.58E-07,0.000835854,7.55E-05,0.000853331
8.50E-07,0.000805829,5.91E-05,0.000845829
-9.06E-07,0.000795377,5.46E-05,0.000865589
-2.67E-06,0.000821648,5.53E-05,0.000993191
-4.62E-07,0.000816844,6.82E-05,0.000834679
-2.25E-07,0.000797685,6.61E-05,0.00089402
-8.18E-07,0.000980697,6.26E-05,0.000978656
-1.31E-06,0.000877884,6.08E-05,0.000817259
2.69E-07,0.000659254,6.01E-05,0.000975136
1.01E-06,0.000769846,6.41E-05,0.000831639
5.94E-07,0.000815641,7.00E-05,0.000721069
-3.18E-06,0.000715911,5.94E-05,0.000790436
1.22E-06,0.000795917,4.69E-05,0.000861439
3.16E-07,0.000827434,7.90E-05,0.000897199
2.70E-06,0.000714644,5.41E-05,0.00083593
1.16E-06,0.000828417,5.99E-05,0.000808862
2.04E-07,0.0007736,7.01E-05,0.000909311
-2.78E-06,0.000759594,6.31E-05,0.000859592
-3.79E-07,0.000922355,6.65E-05,0.000876465
-4.43E-07,0.000844083,6.80E-05,0.000842954
-2.51E-06,0.000768656,7.78E-05,0.000810188
-3.65E-07,0.000778722,5.62E-05,0.000926179
3.98E-07,0.000811635,6.40E-05,0.000788206
-6.46E-07,0.000790086,5.23E-05,0.00084986
-1.86E-06,0.000835988,6.69E-05,0.000910628
2.21E-06,0.000690348,6.65E-05,0.000716624
3.16E-07,0.000651641,6.27E-05,0.000823787
-4.54E-07,0.000690422,6.51E-05,0.000895933
7.50E-08,0.00071113,6.05E-05,0.000844757
-3.26E-07,0.000785413,5.38E-05,0.000926244
-4.79E-07,0.000790589,6.09E-05,0.000892788
1.23E-06,0.000870534,5.06E-05,0.000777935
-3.21E-06,0.000940192,6.46E-05,0.000796819
2.26E-07,0.000788794,6.12E-05,0.000832521
2.69E-07,0.000774951,6.89E-05,0.000906351
-1.76E-06,0.000766141,6.03E-05,0.000886761
-6.30E-07,0.000794996,5.94E-05,0.000795142
9.54E-07,0.000832255,4.91E-05,0.000893985
3.18E-08,0.000799329,6.93E-05,0.000802149
8.51E-07,0.000775805,6.57E-05,0.000862858
-1.66E-06,0.00092393,6.38E-05,0.000856901
-5.46E-07,0.000805198,6.05E-05,0.000914231
3.97E-07,0.00073708,6.49E-05,0.000767711
-1.16E-06,0.000854071,5.72E-05,0.000868099
-8.89E-07,0.000857163,6.54E-05,0.000754878
-1.07E-06,0.000831753,6.09E-05,0.000920248
-1.36E-06,0.000774288,5.75E-05,0.000929413
-4.41E-07,0.000847998,6.75E-05,0.000809276
9.65E-07,0.000904345,7.44E-05,0.000859531
-9.92E-07,0.000669749,5.57E-05,0.000915626
4.06E-07,0.00080487,4.67E-05,0.000828204
-1.40E-07,0.000834248,7.05E-05,0.000769465
3.02E-06,0.000680392,7.45E-05,0.000892765
1.74E-06,0.000775168,5.78E-05,0.000829452
-7.20E-07,0.000775417,5.45E-05,0.000858878
9.37E-07,0.000785125,6.37E-05,0.000895811
-9.22E-07,0.000860317,6.93E-05,0.000756643
-2.68E-06,0.000657208,6.04E-05,0.000767126
6.18E-08,0.000683947,6.01E-05,0.000895567
1.32E-06,0.00077999,5.88E-05,0.000831804
1.27E-06,0.000717806,6.42E-05,0.000834263
-9.96E-07,0.000847495,6.75E-05,0.000988727
-2.59E-06,0.000815765,7.76E-05,0.000944384
-1.02E-06,0.000939073,6.80E-05,0.000825291
-1.45E-06,0.000848537,7.48E-05,0.000908669
2.31E-06,0.00089423,6.36E-05,0.00083719
4.45E-07,0.000693249,7.05E-05,0.000912724
-1.86E-06,0.000931606,5.81E-05,0.000854294
6.41E-07,0.000859688,6.71E-05,0.000967508
2.41E-07,0.000739516,6.39E-05,0.000925996
-2.56E-06,0.00071046,6.59E-05,0.000931211
-1.44E-06,0.000672016,6.13E-05,0.000840642
-6.26E-08,0.000806596,5.61E-05,0.000843502
-4.26E-07,0.000779786,5.90E-05,0.001009856
-6.92E-07,0.000836438,6.86E-05,0.000784352
5.00E-07,0.000778262,6.74E-05,0.001002476
1.66E-06,0.000838039,5.49E-05,0.00090961
2.18E-06,0.000965723,5.04E-05,0.000821128
1.07E-06,0.000758484,6.88E-05,0.000832141
-6.69E-07,0.000890003,6.76E-05,0.000814689
-9.48E-07,0.000739047,5.84E-05,0.000844955
-1.49E-06,0.000725271,5.29E-05,0.000883816
-6.47E-07,0.000775895,5.85E-05,0.000920856
-8.57E-09,0.000938372,5.97E-05,0.000872141
-4.61E-07,0.000875512,7.06E-05,0.000761694
-1.05E-06,0.000712241,7.30E-05,0.000779024
3.02E-07,0.000694279,6.05E-05,0.000857048
-5.47E-07,0.000864485,7.17E-05,0.000902214
2.23E-06,0.000893579,6.78E-05,0.000878396
-2.23E-06,0.000621566,7.18E-05,0.000835592
-2.39E-06,0.000859787,8.80E-05,0.000781983
