unstudied,tone,rhythm,both,,,cond.r.t,echo.r.t,condr.b,echo.r.b,cond.t.b,echo.t.b,,r,t,predicted,both,,cond.p.b,echo.p.b,cond.r.t,echo.r.t,condr.b,echo.r.b,cond.t.b,echo.t.b
-1.24E-06,0.00061531,0.000146466,0.000685161,,,r,0.000146466,r,0.000146466,t,0.00061531,,1.48E-04,6.17E-04,7.64E-04,6.86E-04,,p,7.64E-04,r,0.000146466,r,0.000146466,t,0.00061531
-2.63E-07,0.000506411,0.000164305,0.000572434,,,r,0.000164305,r,0.000164305,t,0.000506411,,1.65E-04,5.07E-04,6.71E-04,5.73E-04,,p,6.71E-04,r,0.000164305,r,0.000164305,t,0.000506411
1.49E-06,0.000579501,0.000180889,0.000663769,,,r,0.000180889,r,0.000180889,t,0.000579501,,1.79E-04,5.78E-04,7.57E-04,6.62E-04,,p,7.57E-04,r,0.000180889,r,0.000180889,t,0.000579501
-1.43E-07,0.000534605,0.000138001,0.000593833,,,r,0.000138001,r,0.000138001,t,0.000534605,,1.38E-04,5.35E-04,6.73E-04,5.94E-04,,p,6.73E-04,r,0.000138001,r,0.000138001,t,0.000534605
-1.11E-06,0.000493811,0.00018241,0.000702159,,,r,0.00018241,r,0.00018241,t,0.000493811,,1.84E-04,4.95E-04,6.78E-04,7.03E-04,,p,6.78E-04,r,0.00018241,r,0.00018241,t,0.000493811
6.14E-07,0.000416381,0.000134474,0.000584277,,,r,0.000134474,r,0.000134474,t,0.000416381,,1.34E-04,4.16E-04,5.50E-04,5.84E-04,,p,5.50E-04,r,0.000134474,r,0.000134474,t,0.000416381
1.27E-06,0.000490351,0.000141259,0.000614306,,,r,0.000141259,r,0.000141259,t,0.000490351,,1.40E-04,4.89E-04,6.29E-04,6.13E-04,,p,6.29E-04,r,0.000141259,r,0.000141259,t,0.000490351
-2.10E-06,0.000570811,0.00015286,0.000590196,,,r,0.00015286,r,0.00015286,t,0.000570811,,1.55E-04,5.73E-04,7.28E-04,5.92E-04,,p,7.28E-04,r,0.00015286,r,0.00015286,t,0.000570811
2.87E-07,0.00046962,0.000144451,0.000702515,,,r,0.000144451,r,0.000144451,t,0.00046962,,1.44E-04,4.69E-04,6.13E-04,7.02E-04,,p,6.13E-04,r,0.000144451,r,0.000144451,t,0.00046962
7.38E-07,0.000517688,0.00014826,0.000633673,,,r,0.00014826,r,0.00014826,t,0.000517688,,1.48E-04,5.17E-04,6.64E-04,6.33E-04,,p,6.64E-04,r,0.00014826,r,0.00014826,t,0.000517688
-1.53E-06,0.000616677,0.000155113,0.000698024,,,r,0.000155113,r,0.000155113,t,0.000616677,,1.57E-04,6.18E-04,7.75E-04,7.00E-04,,p,7.75E-04,r,0.000155113,r,0.000155113,t,0.000616677
-1.39E-06,0.000548005,0.000159046,0.000655495,,,r,0.000159046,r,0.000159046,t,0.000548005,,1.60E-04,5.49E-04,7.10E-04,6.57E-04,,p,7.10E-04,r,0.000159046,r,0.000159046,t,0.000548005
1.56E-06,0.000553086,0.000155959,0.00077915,,,r,0.000155959,r,0.000155959,t,0.000553086,,1.54E-04,5.52E-04,7.06E-04,7.78E-04,,p,7.06E-04,r,0.000155959,r,0.000155959,t,0.000553086
8.28E-07,0.000472039,0.000165994,0.000638096,,,r,0.000165994,r,0.000165994,t,0.000472039,,1.65E-04,4.71E-04,6.36E-04,6.37E-04,,p,6.36E-04,r,0.000165994,r,0.000165994,t,0.000472039
-7.21E-07,0.000566551,0.000159781,0.000624135,,,r,0.000159781,r,0.000159781,t,0.000566551,,1.61E-04,5.67E-04,7.28E-04,6.25E-04,,p,7.28E-04,r,0.000159781,r,0.000159781,t,0.000566551
8.29E-07,0.000357221,0.000154105,0.000656682,,,r,0.000154105,r,0.000154105,t,0.000357221,,1.53E-04,3.56E-04,5.10E-04,6.56E-04,,p,5.10E-04,r,0.000154105,r,0.000154105,t,0.000357221
2.51E-08,0.000612989,0.000139125,0.000641481,,,r,0.000139125,r,0.000139125,t,0.000612989,,1.39E-04,6.13E-04,7.52E-04,6.41E-04,,p,7.52E-04,r,0.000139125,r,0.000139125,t,0.000612989
1.36E-06,0.000541803,0.000165268,0.000586771,,,r,0.000165268,r,0.000165268,t,0.000541803,,1.64E-04,5.40E-04,7.04E-04,5.85E-04,,p,7.04E-04,r,0.000165268,r,0.000165268,t,0.000541803
-2.13E-07,0.000461011,0.000134134,0.000644442,,,r,0.000134134,r,0.000134134,t,0.000461011,,1.34E-04,4.61E-04,5.96E-04,6.45E-04,,p,5.96E-04,r,0.000134134,r,0.000134134,t,0.000461011
2.62E-06,0.000560569,0.000134915,0.000650058,,,r,0.000134915,r,0.000134915,t,0.000560569,,1.32E-04,5.58E-04,6.90E-04,6.47E-04,,p,6.90E-04,r,0.000134915,r,0.000134915,t,0.000560569
1.70E-06,0.000471481,0.000171694,0.000730395,,,r,0.000171694,r,0.000171694,t,0.000471481,,1.70E-04,4.70E-04,6.40E-04,7.29E-04,,p,6.40E-04,r,0.000171694,r,0.000171694,t,0.000471481
1.34E-06,0.000518804,0.000182873,0.000698901,,,r,0.000182873,r,0.000182873,t,0.000518804,,1.82E-04,5.17E-04,6.99E-04,6.98E-04,,p,6.99E-04,r,0.000182873,r,0.000182873,t,0.000518804
1.12E-06,0.000490199,0.000130893,0.00074572,,,r,0.000130893,r,0.000130893,t,0.000490199,,1.30E-04,4.89E-04,6.19E-04,7.45E-04,,p,6.19E-04,r,0.000130893,r,0.000130893,t,0.000490199
8.20E-07,0.000548459,0.000121417,0.000661589,,,r,0.000121417,r,0.000121417,t,0.000548459,,1.21E-04,5.48E-04,6.68E-04,6.61E-04,,p,6.68E-04,r,0.000121417,r,0.000121417,t,0.000548459
-1.88E-06,0.000490401,0.000157522,0.000650957,,,r,0.000157522,r,0.000157522,t,0.000490401,,1.59E-04,4.92E-04,6.52E-04,6.53E-04,,p,6.52E-04,r,0.000157522,r,0.000157522,t,0.000490401
4.53E-07,0.000562557,0.000157147,0.000675824,,,r,0.000157147,r,0.000157147,t,0.000562557,,1.57E-04,5.62E-04,7.19E-04,6.75E-04,,p,7.19E-04,r,0.000157147,r,0.000157147,t,0.000562557
1.29E-06,0.000538483,0.000173985,0.00073289,,,r,0.000173985,r,0.000173985,t,0.000538483,,1.73E-04,5.37E-04,7.10E-04,7.32E-04,,p,7.10E-04,r,0.000173985,r,0.000173985,t,0.000538483
-3.14E-07,0.00051501,0.000132157,0.000766011,,,r,0.000132157,r,0.000132157,t,0.00051501,,1.32E-04,5.15E-04,6.48E-04,7.66E-04,,p,6.48E-04,r,0.000132157,r,0.000132157,t,0.00051501
6.38E-07,0.000444446,0.00017713,0.000669994,,,r,0.00017713,r,0.00017713,t,0.000444446,,1.76E-04,4.44E-04,6.20E-04,6.69E-04,,p,6.20E-04,r,0.00017713,r,0.00017713,t,0.000444446
-8.39E-07,0.000498886,0.000151263,0.000710962,,,r,0.000151263,r,0.000151263,t,0.000498886,,1.52E-04,5.00E-04,6.52E-04,7.12E-04,,p,6.52E-04,r,0.000151263,r,0.000151263,t,0.000498886
1.30E-07,0.000470667,0.000157905,0.00061999,,,r,0.000157905,r,0.000157905,t,0.000470667,,1.58E-04,4.71E-04,6.28E-04,6.20E-04,,p,6.28E-04,r,0.000157905,r,0.000157905,t,0.000470667
1.72E-06,0.000440681,0.000160129,0.000629659,,,r,0.000160129,r,0.000160129,t,0.000440681,,1.58E-04,4.39E-04,5.97E-04,6.28E-04,,p,5.97E-04,r,0.000160129,r,0.000160129,t,0.000440681
-1.86E-08,0.000541398,0.000122667,0.000666787,,,r,0.000122667,r,0.000122667,t,0.000541398,,1.23E-04,5.41E-04,6.64E-04,6.67E-04,,p,6.64E-04,r,0.000122667,r,0.000122667,t,0.000541398
9.43E-07,0.000501224,0.000132727,0.000674804,,,r,0.000132727,r,0.000132727,t,0.000501224,,1.32E-04,5.00E-04,6.32E-04,6.74E-04,,p,6.32E-04,r,0.000132727,r,0.000132727,t,0.000501224
7.31E-07,0.000483472,0.000137588,0.000611321,,,r,0.000137588,r,0.000137588,t,0.000483472,,1.37E-04,4.83E-04,6.20E-04,6.11E-04,,p,6.20E-04,r,0.000137588,r,0.000137588,t,0.000483472
1.57E-07,0.000488509,0.00017701,0.000680674,,,r,0.00017701,r,0.00017701,t,0.000488509,,1.77E-04,4.88E-04,6.65E-04,6.81E-04,,p,6.65E-04,r,0.00017701,r,0.00017701,t,0.000488509
-1.77E-07,0.000445917,0.000168792,0.00067607,,,r,0.000168792,r,0.000168792,t,0.000445917,,1.69E-04,4.46E-04,6.15E-04,6.76E-04,,p,6.15E-04,r,0.000168792,r,0.000168792,t,0.000445917
1.77E-06,0.00046137,0.000141876,0.000714909,,,r,0.000141876,r,0.000141876,t,0.00046137,,1.40E-04,4.60E-04,6.00E-04,7.13E-04,,p,6.00E-04,r,0.000141876,r,0.000141876,t,0.00046137
-2.37E-09,0.000421298,0.000144367,0.000712313,,,r,0.000144367,r,0.000144367,t,0.000421298,,1.44E-04,4.21E-04,5.66E-04,7.12E-04,,p,5.66E-04,r,0.000144367,r,0.000144367,t,0.000421298
9.71E-07,0.000501767,0.000157369,0.000678988,,,r,0.000157369,r,0.000157369,t,0.000501767,,1.56E-04,5.01E-04,6.57E-04,6.78E-04,,p,6.57E-04,r,0.000157369,r,0.000157369,t,0.000501767
7.69E-08,0.000533628,0.000154986,0.000588339,,,r,0.000154986,r,0.000154986,t,0.000533628,,1.55E-04,5.34E-04,6.88E-04,5.88E-04,,p,6.88E-04,r,0.000154986,r,0.000154986,t,0.000533628
4.75E-07,0.000521522,0.000133846,0.000608886,,,r,0.000133846,r,0.000133846,t,0.000521522,,1.33E-04,5.21E-04,6.54E-04,6.08E-04,,p,6.54E-04,r,0.000133846,r,0.000133846,t,0.000521522
-7.37E-07,0.000529044,0.000133108,0.000713806,,,r,0.000133108,r,0.000133108,t,0.000529044,,1.34E-04,5.30E-04,6.64E-04,7.15E-04,,p,6.64E-04,r,0.000133108,r,0.000133108,t,0.000529044
-1.48E-06,0.000432512,0.000149356,0.000636024,,,r,0.000149356,r,0.000149356,t,0.000432512,,1.51E-04,4.34E-04,5.85E-04,6.38E-04,,p,5.85E-04,r,0.000149356,r,0.000149356,t,0.000432512
-1.87E-06,0.000438599,0.000152714,0.000629627,,,r,0.000152714,r,0.000152714,t,0.000438599,,1.55E-04,4.40E-04,5.95E-04,6.32E-04,,p,5.95E-04,r,0.000152714,r,0.000152714,t,0.000438599
1.04E-06,0.000568975,0.000146275,0.000592487,,,r,0.000146275,r,0.000146275,t,0.000568975,,1.45E-04,5.68E-04,7.13E-04,5.91E-04,,p,7.13E-04,r,0.000146275,r,0.000146275,t,0.000568975
3.13E-07,0.000499961,0.000132754,0.000705862,,,r,0.000132754,r,0.000132754,t,0.000499961,,1.32E-04,5.00E-04,6.32E-04,7.06E-04,,p,6.32E-04,r,0.000132754,r,0.000132754,t,0.000499961
7.78E-07,0.000448098,0.000180627,0.000611691,,,r,0.000180627,r,0.000180627,t,0.000448098,,1.80E-04,4.47E-04,6.27E-04,6.11E-04,,p,6.27E-04,r,0.000180627,r,0.000180627,t,0.000448098
9.96E-07,0.000424583,0.00014681,0.000662945,,,r,0.00014681,r,0.00014681,t,0.000424583,,1.46E-04,4.24E-04,5.69E-04,6.62E-04,,p,5.69E-04,r,0.00014681,r,0.00014681,t,0.000424583
3.52E-08,0.000560681,0.00014492,0.000686697,,,r,0.00014492,r,0.00014492,t,0.000560681,,1.45E-04,5.61E-04,7.06E-04,6.87E-04,,p,7.06E-04,r,0.00014492,r,0.00014492,t,0.000560681
1.75E-06,0.000513674,0.000174629,0.000659749,,,r,0.000174629,r,0.000174629,t,0.000513674,,1.73E-04,5.12E-04,6.85E-04,6.58E-04,,p,6.85E-04,r,0.000174629,r,0.000174629,t,0.000513674
1.59E-07,0.000480342,0.000140111,0.000643783,,,r,0.000140111,r,0.000140111,t,0.000480342,,1.40E-04,4.80E-04,6.20E-04,6.44E-04,,p,6.20E-04,r,0.000140111,r,0.000140111,t,0.000480342
-1.77E-07,0.000513665,0.000134746,0.000733705,,,r,0.000134746,r,0.000134746,t,0.000513665,,1.35E-04,5.14E-04,6.49E-04,7.34E-04,,p,6.49E-04,r,0.000134746,r,0.000134746,t,0.000513665
1.52E-07,0.000415806,0.000157395,0.000721259,,,r,0.000157395,r,0.000157395,t,0.000415806,,1.57E-04,4.16E-04,5.73E-04,7.21E-04,,p,5.73E-04,r,0.000157395,r,0.000157395,t,0.000415806
-1.71E-07,0.000502415,0.000145673,0.000543892,,,r,0.000145673,r,0.000145673,t,0.000502415,,1.46E-04,5.03E-04,6.48E-04,5.44E-04,,p,6.48E-04,r,0.000145673,r,0.000145673,t,0.000502415
-9.15E-07,0.000538878,0.000145758,0.000681282,,,r,0.000145758,r,0.000145758,t,0.000538878,,1.47E-04,5.40E-04,6.86E-04,6.82E-04,,p,6.86E-04,r,0.000145758,r,0.000145758,t,0.000538878
1.27E-06,0.000440218,0.000158233,0.000648261,,,r,0.000158233,r,0.000158233,t,0.000440218,,1.57E-04,4.39E-04,5.96E-04,6.47E-04,,p,5.96E-04,r,0.000158233,r,0.000158233,t,0.000440218
2.33E-06,0.000487345,0.00012201,0.000625346,,,r,0.00012201,r,0.00012201,t,0.000487345,,1.20E-04,4.85E-04,6.05E-04,6.23E-04,,p,6.05E-04,r,0.00012201,r,0.00012201,t,0.000487345
-2.26E-07,0.000524887,0.000144019,0.000596166,,,r,0.000144019,r,0.000144019,t,0.000524887,,1.44E-04,5.25E-04,6.69E-04,5.96E-04,,p,6.69E-04,r,0.000144019,r,0.000144019,t,0.000524887
-4.01E-06,0.000512158,0.000162828,0.000673365,,,r,0.000162828,r,0.000162828,t,0.000512158,,1.67E-04,5.16E-04,6.83E-04,6.77E-04,,p,6.83E-04,r,0.000162828,r,0.000162828,t,0.000512158
3.20E-07,0.00050221,0.000191635,0.000585246,,,r,0.000191635,r,0.000191635,t,0.00050221,,1.91E-04,5.02E-04,6.93E-04,5.85E-04,,p,6.93E-04,r,0.000191635,r,0.000191635,t,0.00050221
-7.17E-07,0.000520891,0.00015936,0.000735389,,,r,0.00015936,r,0.00015936,t,0.000520891,,1.60E-04,5.22E-04,6.82E-04,7.36E-04,,p,6.82E-04,r,0.00015936,r,0.00015936,t,0.000520891
1.51E-06,0.000408711,0.000166443,0.000635813,,,r,0.000166443,r,0.000166443,t,0.000408711,,1.65E-04,4.07E-04,5.72E-04,6.34E-04,,p,5.72E-04,r,0.000166443,r,0.000166443,t,0.000408711
8.03E-07,0.000490756,0.000147396,0.000643744,,,r,0.000147396,r,0.000147396,t,0.000490756,,1.47E-04,4.90E-04,6.37E-04,6.43E-04,,p,6.37E-04,r,0.000147396,r,0.000147396,t,0.000490756
-8.01E-07,0.000479499,0.000171032,0.000627592,,,r,0.000171032,r,0.000171032,t,0.000479499,,1.72E-04,4.80E-04,6.52E-04,6.28E-04,,p,6.52E-04,r,0.000171032,r,0.000171032,t,0.000479499
-6.27E-07,0.00047241,0.000141066,0.000678452,,,r,0.000141066,r,0.000141066,t,0.00047241,,1.42E-04,4.73E-04,6.15E-04,6.79E-04,,p,6.15E-04,r,0.000141066,r,0.000141066,t,0.00047241
-8.30E-07,0.000593881,0.000149231,0.000658947,,,r,0.000149231,r,0.000149231,t,0.000593881,,1.50E-04,5.95E-04,7.45E-04,6.60E-04,,p,7.45E-04,r,0.000149231,r,0.000149231,t,0.000593881
7.38E-07,0.000454355,0.00015724,0.000761573,,,r,0.00015724,r,0.00015724,t,0.000454355,,1.57E-04,4.54E-04,6.10E-04,7.61E-04,,p,6.10E-04,r,0.00015724,r,0.00015724,t,0.000454355
4.08E-07,0.000464079,0.000174232,0.000618288,,,r,0.000174232,r,0.000174232,t,0.000464079,,1.74E-04,4.64E-04,6.37E-04,6.18E-04,,p,6.37E-04,r,0.000174232,r,0.000174232,t,0.000464079
-1.12E-06,0.000493307,0.000165465,0.000654413,,,r,0.000165465,r,0.000165465,t,0.000493307,,1.67E-04,4.94E-04,6.61E-04,6.56E-04,,p,6.61E-04,r,0.000165465,r,0.000165465,t,0.000493307
2.92E-06,0.000540149,0.00013648,0.000662775,,,r,0.00013648,r,0.00013648,t,0.000540149,,1.34E-04,5.37E-04,6.71E-04,6.60E-04,,p,6.71E-04,r,0.00013648,r,0.00013648,t,0.000540149
2.05E-06,0.000588061,0.00013955,0.0006312,,,r,0.00013955,r,0.00013955,t,0.000588061,,1.38E-04,5.86E-04,7.24E-04,6.29E-04,,p,7.24E-04,r,0.00013955,r,0.00013955,t,0.000588061
-2.56E-06,0.0004816,0.000153255,0.000703,,,r,0.000153255,r,0.000153255,t,0.0004816,,1.56E-04,4.84E-04,6.40E-04,7.06E-04,,p,6.40E-04,r,0.000153255,r,0.000153255,t,0.0004816
2.97E-08,0.000569748,0.000177757,0.000646929,,,r,0.000177757,r,0.000177757,t,0.000569748,,1.78E-04,5.70E-04,7.47E-04,6.47E-04,,p,7.47E-04,r,0.000177757,r,0.000177757,t,0.000569748
-5.10E-07,0.0005372,0.000135668,0.000635325,,,r,0.000135668,r,0.000135668,t,0.0005372,,1.36E-04,5.38E-04,6.74E-04,6.36E-04,,p,6.74E-04,r,0.000135668,r,0.000135668,t,0.0005372
-1.29E-06,0.00048484,0.000182844,0.000637209,,,r,0.000182844,r,0.000182844,t,0.00048484,,1.84E-04,4.86E-04,6.70E-04,6.38E-04,,p,6.70E-04,r,0.000182844,r,0.000182844,t,0.00048484
1.73E-06,0.000453711,0.000154843,0.000690668,,,r,0.000154843,r,0.000154843,t,0.000453711,,1.53E-04,4.52E-04,6.05E-04,6.89E-04,,p,6.05E-04,r,0.000154843,r,0.000154843,t,0.000453711
6.65E-07,0.000570514,0.000141379,0.000705888,,,r,0.000141379,r,0.000141379,t,0.000570514,,1.41E-04,5.70E-04,7.11E-04,7.05E-04,,p,7.11E-04,r,0.000141379,r,0.000141379,t,0.000570514
-1.33E-06,0.000561297,0.000178733,0.000570636,,,r,0.000178733,r,0.000178733,t,0.000561297,,1.80E-04,5.63E-04,7.43E-04,5.72E-04,,p,7.43E-04,r,0.000178733,r,0.000178733,t,0.000561297
-1.32E-06,0.00054392,0.000147846,0.000596537,,,r,0.000147846,r,0.000147846,t,0.00054392,,1.49E-04,5.45E-04,6.94E-04,5.98E-04,,p,6.94E-04,r,0.000147846,r,0.000147846,t,0.00054392
-2.80E-07,0.000431812,0.000173215,0.000643743,,,r,0.000173215,r,0.000173215,t,0.000431812,,1.73E-04,4.32E-04,6.06E-04,6.44E-04,,p,6.06E-04,r,0.000173215,r,0.000173215,t,0.000431812
-9.48E-08,0.000500972,0.000147032,0.000617806,,,r,0.000147032,r,0.000147032,t,0.000500972,,1.47E-04,5.01E-04,6.48E-04,6.18E-04,,p,6.48E-04,r,0.000147032,r,0.000147032,t,0.000500972
-2.08E-06,0.00048038,0.000156211,0.000626914,,,r,0.000156211,r,0.000156211,t,0.00048038,,1.58E-04,4.82E-04,6.41E-04,6.29E-04,,p,6.41E-04,r,0.000156211,r,0.000156211,t,0.00048038
1.34E-06,0.000583712,0.000126002,0.000707364,,,r,0.000126002,r,0.000126002,t,0.000583712,,1.25E-04,5.82E-04,7.07E-04,7.06E-04,,p,7.07E-04,r,0.000126002,r,0.000126002,t,0.000583712
-1.13E-06,0.000439005,0.000125319,0.000694139,,,r,0.000125319,r,0.000125319,t,0.000439005,,1.26E-04,4.40E-04,5.67E-04,6.95E-04,,p,5.67E-04,r,0.000125319,r,0.000125319,t,0.000439005
1.28E-06,0.000509003,0.000133786,0.000638596,,,r,0.000133786,r,0.000133786,t,0.000509003,,1.33E-04,5.08E-04,6.40E-04,6.37E-04,,p,6.40E-04,r,0.000133786,r,0.000133786,t,0.000509003
-6.97E-07,0.000522822,0.000167819,0.000642174,,,r,0.000167819,r,0.000167819,t,0.000522822,,1.69E-04,5.24E-04,6.92E-04,6.43E-04,,p,6.92E-04,r,0.000167819,r,0.000167819,t,0.000522822
-8.29E-08,0.000431021,0.00013197,0.00065424,,,r,0.00013197,r,0.00013197,t,0.000431021,,1.32E-04,4.31E-04,5.63E-04,6.54E-04,,p,5.63E-04,r,0.00013197,r,0.00013197,t,0.000431021
-1.22E-07,0.000491951,0.000134995,0.000642186,,,r,0.000134995,r,0.000134995,t,0.000491951,,1.35E-04,4.92E-04,6.27E-04,6.42E-04,,p,6.27E-04,r,0.000134995,r,0.000134995,t,0.000491951
-2.05E-06,0.000458537,0.000164542,0.000609048,,,r,0.000164542,r,0.000164542,t,0.000458537,,1.67E-04,4.61E-04,6.27E-04,6.11E-04,,p,6.27E-04,r,0.000164542,r,0.000164542,t,0.000458537
8.10E-08,0.00041896,0.000163715,0.00071202,,,r,0.000163715,r,0.000163715,t,0.00041896,,1.64E-04,4.19E-04,5.83E-04,7.12E-04,,p,5.83E-04,r,0.000163715,r,0.000163715,t,0.00041896
-1.98E-06,0.000491566,0.00015004,0.000579557,,,r,0.00015004,r,0.00015004,t,0.000491566,,1.52E-04,4.94E-04,6.46E-04,5.82E-04,,p,6.46E-04,r,0.00015004,r,0.00015004,t,0.000491566
4.92E-07,0.000544992,0.000174812,0.000655451,,,r,0.000174812,r,0.000174812,t,0.000544992,,1.74E-04,5.45E-04,7.19E-04,6.55E-04,,p,7.19E-04,r,0.000174812,r,0.000174812,t,0.000544992
-1.26E-06,0.000443822,0.000150386,0.000671966,,,r,0.000150386,r,0.000150386,t,0.000443822,,1.52E-04,4.45E-04,5.97E-04,6.73E-04,,p,5.97E-04,r,0.000150386,r,0.000150386,t,0.000443822
-2.14E-07,0.000546384,0.000139629,0.00066007,,,r,0.000139629,r,0.000139629,t,0.000546384,,1.40E-04,5.47E-04,6.86E-04,6.60E-04,,p,6.86E-04,r,0.000139629,r,0.000139629,t,0.000546384
-3.42E-07,0.000467187,0.000155199,0.000738019,,,r,0.000155199,r,0.000155199,t,0.000467187,,1.56E-04,4.68E-04,6.23E-04,7.38E-04,,p,6.23E-04,r,0.000155199,r,0.000155199,t,0.000467187
-5.38E-07,0.000408804,0.000162081,0.00072048,,,r,0.000162081,r,0.000162081,t,0.000408804,,1.63E-04,4.09E-04,5.72E-04,7.21E-04,,p,5.72E-04,r,0.000162081,r,0.000162081,t,0.000408804
-1.80E-06,0.000533101,0.000148533,0.000731499,,,r,0.000148533,r,0.000148533,t,0.000533101,,1.50E-04,5.35E-04,6.85E-04,7.33E-04,,p,6.85E-04,r,0.000148533,r,0.000148533,t,0.000533101
-7.02E-07,0.000458252,0.000141542,0.00064276,,,r,0.000141542,r,0.000141542,t,0.000458252,,1.42E-04,4.59E-04,6.01E-04,6.43E-04,,p,6.01E-04,r,0.000141542,r,0.000141542,t,0.000458252
2.25E-06,0.000591231,0.000172676,0.000707258,,,r,0.000172676,r,0.000172676,t,0.000591231,,1.70E-04,5.89E-04,7.59E-04,7.05E-04,,p,7.59E-04,r,0.000172676,r,0.000172676,t,0.000591231
1.81E-06,0.000528689,0.000123273,0.000683861,,,r,0.000123273,r,0.000123273,t,0.000528689,,1.21E-04,5.27E-04,6.48E-04,6.82E-04,,p,6.48E-04,r,0.000123273,r,0.000123273,t,0.000528689
1.19E-06,0.00056459,0.00014321,0.000645827,,,r,0.00014321,r,0.00014321,t,0.00056459,,1.42E-04,5.63E-04,7.05E-04,6.45E-04,,p,7.05E-04,r,0.00014321,r,0.00014321,t,0.00056459
5.47E-07,0.000521921,0.000154734,0.000710754,,,r,0.000154734,r,0.000154734,t,0.000521921,,1.54E-04,5.21E-04,6.76E-04,7.10E-04,,p,6.76E-04,r,0.000154734,r,0.000154734,t,0.000521921
1.16E-06,0.000418611,0.000156526,0.000611264,,,r,0.000156526,r,0.000156526,t,0.000418611,,1.55E-04,4.17E-04,5.73E-04,6.10E-04,,p,5.73E-04,r,0.000156526,r,0.000156526,t,0.000418611
-8.53E-07,0.000503434,0.000121805,0.000656981,,,r,0.000121805,r,0.000121805,t,0.000503434,,1.23E-04,5.04E-04,6.27E-04,6.58E-04,,p,6.27E-04,r,0.000121805,r,0.000121805,t,0.000503434
-1.52E-06,0.00054909,0.000164936,0.000675286,,,r,0.000164936,r,0.000164936,t,0.00054909,,1.66E-04,5.51E-04,7.17E-04,6.77E-04,,p,7.17E-04,r,0.000164936,r,0.000164936,t,0.00054909
1.00E-06,0.000477844,0.000139277,0.000606194,,,r,0.000139277,r,0.000139277,t,0.000477844,,1.38E-04,4.77E-04,6.15E-04,6.05E-04,,p,6.15E-04,r,0.000139277,r,0.000139277,t,0.000477844
1.19E-06,0.00056905,0.000146635,0.000588402,,,r,0.000146635,r,0.000146635,t,0.00056905,,1.45E-04,5.68E-04,7.13E-04,5.87E-04,,p,7.13E-04,r,0.000146635,r,0.000146635,t,0.00056905
-6.43E-07,0.000568798,0.000148617,0.000680917,,,r,0.000148617,r,0.000148617,t,0.000568798,,1.49E-04,5.69E-04,7.19E-04,6.82E-04,,p,7.19E-04,r,0.000148617,r,0.000148617,t,0.000568798
6.64E-07,0.000514394,0.000151841,0.000600028,,,r,0.000151841,r,0.000151841,t,0.000514394,,1.51E-04,5.14E-04,6.65E-04,5.99E-04,,p,6.65E-04,r,0.000151841,r,0.000151841,t,0.000514394
3.45E-07,0.000406486,0.000127936,0.000534222,,,r,0.000127936,r,0.000127936,t,0.000406486,,1.28E-04,4.06E-04,5.34E-04,5.34E-04,,p,5.34E-04,r,0.000127936,r,0.000127936,t,0.000406486
-6.65E-07,0.000489617,0.000142099,0.000659058,,,r,0.000142099,r,0.000142099,t,0.000489617,,1.43E-04,4.90E-04,6.33E-04,6.60E-04,,p,6.33E-04,r,0.000142099,r,0.000142099,t,0.000489617
-1.37E-07,0.000584834,0.000206078,0.000620836,,,r,0.000206078,r,0.000206078,t,0.000584834,,2.06E-04,5.85E-04,7.91E-04,6.21E-04,,p,7.91E-04,r,0.000206078,r,0.000206078,t,0.000584834
-1.13E-06,0.000499332,0.000164149,0.000679367,,,r,0.000164149,r,0.000164149,t,0.000499332,,1.65E-04,5.00E-04,6.66E-04,6.81E-04,,p,6.66E-04,r,0.000164149,r,0.000164149,t,0.000499332
5.70E-07,0.000575917,0.000149837,0.000738859,,,r,0.000149837,r,0.000149837,t,0.000575917,,1.49E-04,5.75E-04,7.25E-04,7.38E-04,,p,7.25E-04,r,0.000149837,r,0.000149837,t,0.000575917
-1.12E-06,0.000461117,0.000120384,0.000620005,,,r,0.000120384,r,0.000120384,t,0.000461117,,1.22E-04,4.62E-04,5.84E-04,6.21E-04,,p,5.84E-04,r,0.000120384,r,0.000120384,t,0.000461117
-1.82E-06,0.000559457,0.00016138,0.000653929,,,r,0.00016138,r,0.00016138,t,0.000559457,,1.63E-04,5.61E-04,7.24E-04,6.56E-04,,p,7.24E-04,r,0.00016138,r,0.00016138,t,0.000559457
1.12E-06,0.00048254,0.000141132,0.000661674,,,r,0.000141132,r,0.000141132,t,0.00048254,,1.40E-04,4.81E-04,6.21E-04,6.61E-04,,p,6.21E-04,r,0.000141132,r,0.000141132,t,0.00048254
2.57E-06,0.000516238,0.000126973,0.000597389,,,r,0.000126973,r,0.000126973,t,0.000516238,,1.24E-04,5.14E-04,6.38E-04,5.95E-04,,p,6.38E-04,r,0.000126973,r,0.000126973,t,0.000516238
-6.35E-07,0.000504972,0.000155403,0.000650946,,,r,0.000155403,r,0.000155403,t,0.000504972,,1.56E-04,5.06E-04,6.62E-04,6.52E-04,,p,6.62E-04,r,0.000155403,r,0.000155403,t,0.000504972
-5.33E-07,0.000490168,0.000165835,0.00071132,,,r,0.000165835,r,0.000165835,t,0.000490168,,1.66E-04,4.91E-04,6.57E-04,7.12E-04,,p,6.57E-04,r,0.000165835,r,0.000165835,t,0.000490168
